app_id,user_id,apply_dt,channel,product_type,requested_amount,requested_term,risk_score,decision,approve_dt,approved_amount,approved_term,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d,register_dt,age,gender,city_tier,education,marital_status,residence_years,company_type,monthly_income,phone_age_months,contact_count,emergency_contact_count,device_count,has_credit_card,bureau_score,delinq_12m,credit_utilization,open_accounts,inquiry_3m,device_cnt,brand_nunique,first_seen_min,first_seen_max,emulator_any,emulator_rate,rooted_any,rooted_rate,device_risk_score_mean,device_risk_score_max,ip_risk_level_mean,ip_risk_level_max,geo_consistent_rate,android_share,loan_id,disburse_dt,principal,term_days,apr,first_due_dt,dpd_max_30d,dpd_max_60d,dpd_max_90d,dpd_max_180d,dpd30_ever_30d,dpd30_ever_60d,dpd30_ever,dpd30_ever_180d,chargeoff_dt,paid_off_dt,loan_age_days,label_available,y_dpd30_ever
30,3724,2025-03-27 21:04:07,partner,installment,1674,180,582,rejected,,0,0,7,27,0.25,0,93,17,2025-01-11 13:04:01,46,F,3,college,married,5,private,2550.0,3,285,4,3,0,531.0,0,0.29,3,0,3,3,2025-03-25 13:04:01,2025-05-01 13:04:01,0,0.0,0,0.0,46.666666666666664,71.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,False,
31,120,2025-06-04 16:37:00,app,short_term,4716,14,621,approved,2025-06-04 16:37:00,4716,14,1,13,0.38,0,56,30,2024-03-16 14:34:00,46,M,1,middle,divorced,0,self_employed,5761.0,1,470,3,2,0,620.0,0,0.37,1,1,2,2,2024-06-07 14:34:00,2024-06-12 14:34:00,0,0.0,0,0.0,58.5,84.0,1.5,2.0,1.0,1.0,14.0,2025-06-04 16:37:00,4716.0,14.0,0.192,2025-06-14 16:37:00,13.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,,2025-06-21 16:37:00,201.0,True,0
32,3504,2024-09-14 11:08:36,partner,installment,1042,60,620,approved,2024-09-16 11:08:36,1042,60,9,27,0.29,0,66,45,2025-08-07 13:54:05,50,F,2,college,married,1,self_employed,4270.0,7,209,5,3,0,550.0,0,0.34,9,0,3,3,2025-08-13 13:54:05,2025-11-25 13:54:05,0,0.0,0,0.0,45.0,51.0,2.6666666666666665,4.0,1.0,1.0,15.0,2024-09-16 11:08:36,1042.0,60.0,0.208,2024-10-08 11:08:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-11-24 11:08:36,462.0,True,0
33,1344,2024-10-25 14:01:35,app,short_term,3378,30,644,approved,2024-10-26 14:01:35,3378,30,0,22,0.05,0,78,8,2025-12-21 05:36:08,43,F,4,high,married,2,private,5371.0,62,190,3,1,0,660.0,0,0.18,8,0,1,1,2026-04-12 05:36:08,2026-04-12 05:36:08,0,0.0,0,0.0,46.0,46.0,2.0,2.0,1.0,1.0,16.0,2024-10-27 14:01:35,3378.0,30.0,0.245,2024-11-10 14:01:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-12-01 14:01:35,421.0,True,0
34,299,2024-05-10 19:41:50,app,short_term,709,21,614,rejected,,0,0,9,12,0.32,0,69,22,2024-07-18 17:28:22,26,F,3,high,married,6,state,3846.0,67,235,5,2,0,640.0,0,0.31,6,0,2,2,2024-07-26 17:28:22,2024-10-26 17:28:22,0,0.0,0,0.0,12.5,25.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,False,
35,227,2024-10-08 15:21:36,app,installment,675,180,621,approved,2024-10-09 15:21:36,675,180,5,6,0.23,0,64,20,2025-08-05 07:44:10,29,M,2,college,single,9,private,3555.0,109,310,2,3,1,617.0,0,0.13,3,2,3,3,2025-09-16 07:44:10,2025-11-24 07:44:10,0,0.0,1,0.3333333333333333,45.333333333333336,78.0,1.3333333333333333,2.0,1.0,1.0,17.0,2024-10-09 15:21:36,675.0,180.0,0.196,2024-11-30 15:21:36,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,2025-04-07 15:21:36,439.0,True,0
36,4540,2024-06-05 17:14:35,partner,installment,684,180,606,rejected,,0,0,1,11,0.23,1,62,27,2025-06-26 20:04:17,18,M,3,college,single,5,self_employed,4481.0,11,417,5,2,0,533.0,0,0.09,0,0,2,2,2025-08-14 20:04:17,2025-09-22 20:04:17,0,0.0,0,0.0,54.5,60.0,4.0,5.0,1.0,0.5,,,,,,,,,,,,,,,,,,False,
37,939,2025-07-03 09:59:11,web,short_term,1305,7,618,rejected,,0,0,8,19,0.12,0,58,37,2024-12-29 02:20:23,27,F,5,college,married,10,private,4068.0,98,400,1,3,0,728.0,1,0.24,5,1,3,3,2025-01-04 02:20:23,2025-02-20 02:20:23,0,0.0,0,0.0,41.0,64.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,False,
38,1999,2025-07-21 09:03:56,app,short_term,3362,7,580,rejected,,0,0,5,47,0.51,0,33,33,2024-02-07 07:20:44,32,F,2,middle,single,10,self_employed,3405.0,4,70,5,2,0,646.0,0,0.31,2,0,2,2,2024-02-15 07:20:44,2024-04-30 07:20:44,0,0.0,1,0.5,34.0,35.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,False,
39,1864,2025-03-15 00:58:57,app,installment,4058,120,591,rejected,,0,0,2,2,0.4,0,63,35,2024-10-14 13:03:32,20,M,2,high,married,10,state,5205.0,84,464,3,1,0,516.0,0,0.08,0,0,1,1,2025-02-06 13:03:32,2025-02-06 13:03:32,0,0.0,1,1.0,31.0,31.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,False,
40,3703,2025-11-09 22:28:31,app,installment,1393,60,605,approved,2025-11-11 22:28:31,1393,60,3,14,0.08,0,59,14,2024-04-16 04:08:01,36,M,4,high,married,5,private,4889.0,50,125,1,1,1,538.0,0,0.41,0,1,1,1,2024-07-25 04:08:01,2024-07-25 04:08:01,0,0.0,0,0.0,35.0,35.0,1.0,1.0,1.0,1.0,18.0,2025-11-12 22:28:31,1393.0,60.0,0.314,2025-12-04 22:28:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-01-11 22:28:31,40.0,False,
41,2522,2024-04-03 05:02:28,app,short_term,3400,30,587,rejected,,0,0,4,3,0.02,0,83,39,2024-02-07 11:57:56,27,M,3,college,married,4,private,1991.0,47,272,5,2,0,500.0,0,0.17,2,1,2,1,2024-02-25 11:57:56,2024-03-08 11:57:56,0,0.0,0,0.0,29.0,33.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,False,
42,2590,2025-05-25 11:26:21,web,installment,1930,60,639,approved,2025-05-26 11:26:21,1930,60,2,14,0.15,0,48,44,2025-01-15 11:09:46,47,F,4,middle,single,4,private,5897.0,109,461,2,3,1,532.0,0,0.05,4,0,3,2,2025-02-18 11:09:46,2025-04-21 11:09:46,0,0.0,0,0.0,20.333333333333332,29.0,1.6666666666666667,3.0,1.0,1.0,19.0,2025-05-26 11:26:21,1930.0,60.0,0.215,2025-06-17 11:26:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-26 11:26:21,210.0,True,0
43,4769,2024-08-05 15:00:36,app,installment,1005,90,641,approved,2024-08-05 15:00:36,1005,90,7,24,0.12,0,54,0,2024-07-07 18:22:42,22,F,4,middle,single,0,self_employed,5752.0,66,179,1,1,1,577.0,0,0.31,9,0,1,1,2024-10-15 18:22:42,2024-10-15 18:22:42,0,0.0,0,0.0,41.0,41.0,2.0,2.0,1.0,0.0,20.0,2024-08-06 15:00:36,1005.0,90.0,0.213,2024-09-04 15:00:36,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,2024-11-15 15:00:36,503.0,True,0
44,63,2024-05-08 01:42:49,partner,short_term,1538,7,647,approved,2024-05-09 01:42:49,1538,7,6,8,0.3,0,78,36,2024-09-16 15:34:45,19,M,5,college,married,0,state,4599.0,49,99,5,1,1,733.0,0,0.33,1,1,1,1,2024-11-24 15:34:45,2024-11-24 15:34:45,0,0.0,0,0.0,32.0,32.0,1.0,1.0,1.0,1.0,21.0,2024-05-10 01:42:49,1538.0,7.0,0.204,2024-05-18 01:42:49,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,2024-05-20 01:42:49,591.0,True,0
45,2310,2025-01-17 21:34:47,web,installment,4284,120,625,rejected,,0,0,6,17,0.08,0,70,23,2024-12-30 07:43:19,33,M,2,high,married,10,unemployed,5296.0,5,447,4,3,1,540.0,0,0.54,8,0,3,3,2025-01-20 07:43:19,2025-04-07 07:43:19,0,0.0,0,0.0,40.0,86.0,2.0,4.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,False,
46,4699,2024-06-22 18:14:24,app,short_term,664,21,637,approved,2024-06-24 18:14:24,664,21,1,14,0.1,0,68,27,2025-06-12 12:57:43,20,M,3,college,single,9,self_employed,7315.0,25,310,2,2,0,618.0,0,0.08,5,1,2,2,2025-06-29 12:57:43,2025-08-25 12:57:43,0,0.0,0,0.0,21.0,31.0,1.0,1.0,1.0,0.5,22.0,2024-06-25 18:14:24,664.0,21.0,0.292,2024-07-07 18:14:24,7.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,,2024-07-21 18:14:24,545.0,True,0
47,2475,2025-07-01 16:28:22,app,installment,4093,120,577,rejected,,0,0,3,29,0.21,0,44,36,2024-04-30 13:56:34,42,M,3,college,married,4,self_employed,2196.0,54,55,3,3,1,586.0,0,0.2,0,2,3,3,2024-05-02 13:56:34,2024-08-15 13:56:34,0,0.0,0,0.0,33.666666666666664,46.0,1.6666666666666667,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,False,
48,618,2025-02-28 03:31:23,app,installment,2069,90,677,approved,2025-03-01 03:31:23,2069,90,8,9,0.23,0,94,40,2024-07-05 12:26:14,51,M,3,college,single,7,self_employed,4650.0,6,228,3,3,0,774.0,0,0.11,6,0,3,3,2024-09-12 12:26:14,2024-10-27 12:26:14,0,0.0,0,0.0,30.666666666666668,41.0,1.6666666666666667,2.0,1.0,0.3333333333333333,23.0,2025-03-01 03:31:23,2069.0,90.0,0.207,2025-03-30 03:31:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-06-09 03:31:23,296.0,True,0
49,4349,2025-06-04 13:12:02,partner,short_term,4725,7,626,rejected,,0,0,10,19,0.27,0,33,32,2024-10-20 18:54:44,33,M,4,middle,single,1,private,2458.0,64,361,1,3,1,744.0,1,0.48,2,0,3,2,2024-11-26 18:54:44,2025-02-11 18:54:44,0,0.0,0,0.0,24.0,65.0,2.3333333333333335,4.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,False,
50,3902,2024-12-23 13:44:45,app,short_term,2315,30,550,approved,2024-12-23 13:44:45,2315,30,9,21,0.21,0,81,42,2025-05-29 03:08:52,43,F,1,high,married,0,self_employed,2564.0,94,497,3,1,0,529.0,1,0.11,8,1,1,1,2025-09-01 03:08:52,2025-09-01 03:08:52,0,0.0,0,0.0,24.0,24.0,2.0,2.0,1.0,1.0,24.0,2024-12-23 13:44:45,2315.0,30.0,0.215,2025-01-06 13:44:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-02-04 13:44:45,364.0,True,0
51,1245,2025-10-14 00:22:34,app,short_term,2763,14,608,rejected,,0,0,2,9,0.02,1,61,43,2025-09-11 16:11:41,43,F,3,middle,married,2,private,5759.0,77,167,2,2,1,710.0,0,0.77,3,6,2,2,2025-11-06 16:11:41,2025-12-20 16:11:41,0,0.0,1,0.5,54.5,81.0,3.5,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,False,
52,4731,2025-01-03 06:56:50,app,short_term,2400,7,600,approved,2025-01-05 06:56:50,2400,7,7,1,0.22,0,50,16,2024-02-06 18:20:57,25,M,4,graduate,married,4,private,3843.0,119,140,5,2,0,576.0,0,0.8,4,0,2,2,2024-02-20 18:20:57,2024-06-02 18:20:57,0,0.0,0,0.0,48.0,49.0,2.0,3.0,1.0,1.0,25.0,2025-01-05 06:56:50,2400.0,7.0,0.227,2025-01-13 06:56:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-01-26 06:56:50,351.0,True,0
53,4380,2024-12-23 09:12:50,app,short_term,2649,14,595,approved,2024-12-25 09:12:50,2649,14,4,10,0.52,0,39,42,2024-09-28 19:10:26,45,M,4,high,married,7,state,2886.0,19,486,1,3,0,654.0,0,0.48,8,0,3,3,2024-10-23 19:10:26,2024-12-18 19:10:26,0,0.0,0,0.0,34.333333333333336,53.0,2.3333333333333335,4.0,1.0,1.0,26.0,2024-12-25 09:12:50,2649.0,14.0,0.253,2025-01-04 09:12:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-01-19 09:12:50,362.0,True,0
