loan_id,user_id,dpd_max_30d,dpd_max_60d,dpd_max_90d,dpd_max_180d,dpd30_ever_30d,dpd30_ever_60d,dpd30_ever,dpd30_ever_180d,chargeoff_dt,paid_off_dt
27,3643,0,0,0,0,0,0,0,0,,2025-03-31 10:21:35
28,4620,0,0,0,0,0,0,0,0,,2025-01-13 12:04:00
29,1402,0,9,15,15,0,0,0,0,,2024-04-11 04:35:09
30,1352,0,0,0,0,0,0,0,0,,2025-11-05 08:04:40
31,3536,0,0,0,0,0,0,0,0,,2025-08-12 23:46:13
32,1113,0,0,0,0,0,0,0,0,,2025-07-10 13:13:58
33,1135,0,0,0,0,0,0,0,0,,2025-12-10 18:41:25
34,3037,0,0,0,0,0,0,0,0,,2025-12-22 18:27:14
35,3064,0,12,25,25,0,0,0,0,,2024-09-01 04:48:16
36,3910,0,0,0,0,0,0,0,0,,2025-11-15 07:31:25
37,1613,0,0,0,0,0,0,0,0,,2026-01-12 14:33:05
38,3238,0,0,0,0,0,0,0,0,,2025-01-17 19:36:40
39,4243,0,0,0,0,0,0,0,0,,2025-08-16 10:10:46
40,997,0,0,15,15,0,0,0,0,,2024-06-27 14:22:48
41,991,0,2,25,25,0,0,0,0,,2024-05-15 15:44:47
42,3628,0,0,5,5,0,0,0,0,,2024-09-23 08:23:21
43,898,5,5,5,5,0,0,0,0,,2024-12-06 07:24:13
44,2302,0,0,5,5,0,0,0,0,,2024-08-26 07:38:32
45,818,0,0,0,0,0,0,0,0,,2024-09-11 05:00:21
46,1834,0,0,0,0,0,0,0,0,,2024-04-16 21:28:05
47,3762,0,0,0,0,0,0,0,0,,2025-01-21 17:49:22
48,140,0,0,5,5,0,0,0,0,,2025-12-30 06:44:49
49,2586,6,30,30,30,0,1,1,1,2025-12-20 00:34:31,
50,1894,0,0,0,0,0,0,0,0,,2025-01-31 19:07:58
51,4490,0,0,0,0,0,0,0,0,,2024-10-15 15:38:06
52,1838,0,0,0,0,0,0,0,0,,2024-08-19 00:34:08
53,4146,0,0,0,0,0,0,0,0,,2024-08-18 04:24:42
54,4567,0,0,0,0,0,0,0,0,,2025-10-25 15:52:14
55,3342,0,9,15,15,0,0,0,0,,2025-02-01 02:12:55
56,1299,0,0,0,0,0,0,0,0,,2025-05-20 12:10:35
57,4714,0,5,5,5,0,0,0,0,,2024-11-17 23:08:45
58,4348,0,0,0,0,0,0,0,0,,2025-09-07 12:54:04
59,870,0,0,0,0,0,0,0,0,,2025-08-05 05:49:25
60,2142,0,0,15,15,0,0,0,0,,2026-01-13 04:44:34
61,4879,0,15,15,15,0,0,0,0,,2025-07-12 22:46:02
62,2604,0,0,0,0,0,0,0,0,,2024-07-03 00:43:02
63,3097,0,0,0,0,0,0,0,0,,2025-10-12 21:22:15
64,1787,0,5,15,15,0,0,0,0,,2026-01-26 22:22:27
65,2811,0,0,0,0,0,0,0,0,,2025-09-27 02:27:08
66,293,4,5,5,5,0,0,0,0,,2025-05-03 09:03:51
67,524,0,5,5,5,0,0,0,0,,2025-09-11 12:20:05
68,4822,0,0,0,0,0,0,0,0,,2026-01-05 11:13:30
69,4565,0,0,0,0,0,0,0,0,,2025-11-11 20:07:11
70,2871,5,5,5,5,0,0,0,0,,2025-08-24 06:14:33
71,437,0,0,0,0,0,0,0,0,,2025-02-21 01:45:01
72,4805,0,0,0,0,0,0,0,0,,2025-09-07 19:49:09
73,2401,5,5,5,5,0,0,0,0,,2025-01-05 11:11:20
74,3398,7,15,15,15,0,0,0,0,,2024-05-19 19:34:53
75,754,0,0,0,0,0,0,0,0,,2025-01-07 07:45:10
76,3949,0,0,0,0,0,0,0,0,,2024-07-20 11:23:44
77,2045,15,15,15,15,0,0,0,0,,2025-12-20 06:21:07
78,4823,15,15,15,15,0,0,0,0,,2025-12-20 08:21:52
79,949,0,0,0,0,0,0,0,0,,2024-04-27 21:59:05
80,4204,0,0,0,0,0,0,0,0,,2024-07-07 22:06:09
81,4265,0,0,0,0,0,0,0,0,,2025-06-15 13:01:14
82,3608,0,0,0,0,0,0,0,0,,2024-10-29 13:39:26
83,4630,0,0,0,0,0,0,0,0,,2025-04-29 05:01:45
84,2023,0,0,0,0,0,0,0,0,,2025-08-19 08:38:21
85,2979,0,15,15,15,0,0,0,0,,2025-04-19 21:09:47
86,1676,0,0,0,0,0,0,0,0,,2025-07-11 08:25:07
87,3742,0,0,0,0,0,0,0,0,,2026-01-08 23:13:35
88,4820,0,0,0,0,0,0,0,0,,2025-02-25 11:11:31
89,4436,0,0,0,0,0,0,0,0,,2025-01-08 13:16:17
90,1523,5,5,5,5,0,0,0,0,,2024-08-16 00:18:11
91,2450,0,0,0,30,0,0,0,1,,2025-07-27 02:36:10
92,4270,0,0,0,0,0,0,0,0,,2024-08-26 07:32:55
93,3777,0,0,0,0,0,0,0,0,,2025-10-09 04:16:26
94,559,0,0,0,0,0,0,0,0,,2024-11-07 16:59:08
95,1836,0,9,15,15,0,0,0,0,,2025-07-12 03:36:42
96,2845,0,0,0,0,0,0,0,0,,2024-12-02 10:03:56
97,2582,0,0,0,0,0,0,0,0,,2024-05-01 06:14:43
98,564,0,0,0,0,0,0,0,0,,2026-01-01 15:52:15
99,4087,0,0,0,0,0,0,0,0,,2024-10-08 06:57:22
100,3569,0,0,0,0,0,0,0,0,,2024-05-07 15:10:51
101,1436,0,0,0,0,0,0,0,0,,2026-01-05 02:14:40
102,4839,5,5,5,5,0,0,0,0,,2024-05-20 20:06:23
103,2949,0,0,0,0,0,0,0,0,,2024-08-28 18:14:16
104,2288,0,0,0,0,0,0,0,0,,2024-10-20 14:41:41
105,407,0,0,0,0,0,0,0,0,,2025-01-06 01:01:46
106,874,0,0,0,0,0,0,0,0,,2025-07-08 13:19:11
107,1063,0,0,0,0,0,0,0,0,,2025-04-24 08:57:50
108,3750,0,0,0,0,0,0,0,0,,2024-04-05 21:03:55
109,2980,0,0,5,5,0,0,0,0,,2024-08-23 23:01:01
110,4294,0,0,5,5,0,0,0,0,,2024-08-24 19:19:28
111,1508,0,0,0,0,0,0,0,0,,2025-06-07 23:48:54
112,4289,0,0,0,0,0,0,0,0,,2024-08-30 17:40:13
113,467,0,4,5,5,0,0,0,0,,2025-05-08 22:26:35
114,4046,0,5,5,5,0,0,0,0,,2025-03-21 04:09:49
115,672,0,0,0,0,0,0,0,0,,2024-08-19 05:45:31
116,4163,0,5,5,5,0,0,0,0,,2024-04-14 03:38:33
117,3294,0,0,0,0,0,0,0,0,,2024-12-26 22:01:12
118,830,0,5,5,5,0,0,0,0,,2025-12-11 11:16:44
119,3062,0,0,0,0,0,0,0,0,,2025-12-03 09:21:13
120,258,25,25,25,25,0,0,0,0,,2024-10-26 01:03:45
121,1830,0,0,0,0,0,0,0,0,,2024-10-06 22:28:12
122,3441,0,0,15,15,0,0,0,0,,2025-01-09 01:50:19
123,944,5,5,5,5,0,0,0,0,,2024-07-26 21:32:50
124,2749,0,0,0,0,0,0,0,0,,2025-01-21 07:14:21
125,1921,0,0,0,0,0,0,0,0,,2025-04-02 11:48:27
126,2318,0,0,5,5,0,0,0,0,,2026-02-21 14:01:25
127,1231,0,0,0,0,0,0,0,0,,2024-06-21 13:42:50
128,3673,0,15,15,15,0,0,0,0,,2024-09-06 03:32:23
129,57,0,0,0,0,0,0,0,0,,2025-12-28 03:08:34
130,1071,0,0,15,15,0,0,0,0,,2024-10-23 00:45:48
131,3811,0,0,0,0,0,0,0,0,,2025-04-19 21:58:47
132,2545,15,15,15,15,0,0,0,0,,2025-07-02 12:44:43
133,382,0,0,0,0,0,0,0,0,,2024-04-29 18:54:45
134,1220,0,0,15,15,0,0,0,0,,2024-08-31 03:13:17
135,4840,0,0,0,0,0,0,0,0,,2024-08-12 10:34:20
136,836,5,5,5,5,0,0,0,0,,2025-12-07 00:43:42
137,1665,0,0,0,0,0,0,0,0,,2025-09-19 21:13:15
138,4520,0,0,0,0,0,0,0,0,,2024-12-17 00:56:02
139,2094,0,0,0,0,0,0,0,0,,2024-11-29 13:15:10
140,3075,0,0,0,0,0,0,0,0,,2025-01-06 13:21:31
141,2977,0,0,0,0,0,0,0,0,,2024-11-30 20:29:55
142,1068,0,0,5,5,0,0,0,0,,2025-09-09 08:20:52
143,3743,0,11,15,15,0,0,0,0,,2025-02-10 21:39:21
144,777,0,0,0,0,0,0,0,0,,2025-03-03 14:44:49
145,4431,0,0,0,0,0,0,0,0,,2024-08-14 16:16:52
146,4141,0,0,0,0,0,0,0,0,,2024-11-01 21:27:27
147,1873,0,0,0,0,0,0,0,0,,2025-01-30 12:00:51
148,3799,0,0,0,0,0,0,0,0,,2025-08-01 18:09:27
149,2349,0,0,0,0,0,0,0,0,,2024-12-13 03:00:34
150,1809,0,0,5,5,0,0,0,0,,2024-07-18 17:09:07
151,1473,14,25,25,25,0,0,0,0,,2025-10-11 05:16:20
152,3823,0,18,30,30,0,0,1,1,2025-03-30 12:09:56,
153,58,0,0,0,0,0,0,0,0,,2026-03-11 19:20:54
154,1665,0,0,0,0,0,0,0,0,,2025-02-12 21:02:10
155,1212,5,5,5,5,0,0,0,0,,2025-08-15 22:00:07
156,3890,0,0,0,0,0,0,0,0,,2025-11-16 06:02:23
157,64,5,5,5,5,0,0,0,0,,2024-08-24 15:37:33
158,4890,0,0,0,0,0,0,0,0,,2024-06-13 22:10:26
159,4357,0,0,5,5,0,0,0,0,,2024-10-24 16:40:11
160,4702,0,0,0,0,0,0,0,0,,2025-09-20 07:23:16
161,1171,0,0,0,0,0,0,0,0,,2024-06-11 03:43:28
162,4602,0,0,0,0,0,0,0,0,,2025-10-21 15:40:18
163,3728,0,0,0,0,0,0,0,0,,2024-11-17 05:21:15
164,2945,0,5,5,5,0,0,0,0,,2024-11-16 22:21:07
165,4338,0,0,0,0,0,0,0,0,,2024-12-28 10:21:12
166,355,0,0,0,0,0,0,0,0,,2025-04-01 17:24:07
167,2568,0,0,0,0,0,0,0,0,,2024-10-28 05:39:08
168,1926,0,0,0,0,0,0,0,0,,2024-09-25 00:39:30
169,3326,0,0,0,0,0,0,0,0,,2024-09-19 07:28:51
170,3238,0,0,0,0,0,0,0,0,,2025-08-13 10:11:59
171,4298,0,0,0,0,0,0,0,0,,2024-06-12 06:42:10
172,3532,0,0,15,15,0,0,0,0,,2025-03-16 04:01:16
173,3016,0,0,0,0,0,0,0,0,,2024-06-26 10:33:31
174,1539,0,0,0,0,0,0,0,0,,2024-03-11 22:18:13
175,3365,5,5,5,5,0,0,0,0,,2025-06-12 23:48:29
176,4420,0,0,5,5,0,0,0,0,,2026-04-03 11:22:43
177,1070,0,4,5,5,0,0,0,0,,2025-09-30 03:55:05
178,4766,0,0,0,0,0,0,0,0,,2024-10-12 14:40:50
179,2922,0,0,0,0,0,0,0,0,,2025-03-22 08:13:25
180,4510,0,0,0,0,0,0,0,0,,2024-07-19 18:56:20
181,4334,0,0,0,0,0,0,0,0,,2025-02-16 18:23:26
182,1285,0,0,0,0,0,0,0,0,,2024-09-17 05:19:30
183,3652,0,0,5,5,0,0,0,0,,2025-11-12 16:15:22
184,1598,0,6,25,25,0,0,0,0,,2024-12-05 23:13:58
185,2911,0,0,0,0,0,0,0,0,,2025-05-29 02:13:34
186,4112,0,0,0,0,0,0,0,0,,2024-03-21 02:53:22
187,4052,0,0,0,0,0,0,0,0,,2024-03-25 18:53:29
188,1013,5,5,5,5,0,0,0,0,,2025-09-21 12:11:11
189,4075,0,0,5,5,0,0,0,0,,2026-01-08 15:26:29
190,3565,0,15,15,15,0,0,0,0,,2026-03-03 16:31:26
191,491,15,15,15,15,0,0,0,0,,2025-09-24 06:58:53
192,4543,0,0,0,0,0,0,0,0,,2025-03-27 09:53:22
193,685,0,9,15,15,0,0,0,0,,2024-07-20 19:08:01
194,3890,0,0,0,0,0,0,0,0,,2025-12-30 16:42:21
195,2452,0,0,0,0,0,0,0,0,,2025-10-15 14:32:58
196,2284,7,15,15,15,0,0,0,0,,2025-07-07 17:10:06
197,319,0,11,15,15,0,0,0,0,,2025-06-19 04:02:17
198,402,5,5,5,5,0,0,0,0,,2025-09-23 05:59:59
199,1728,0,0,0,0,0,0,0,0,,2025-04-20 18:55:17
200,1677,0,0,0,0,0,0,0,0,,2025-06-14 15:56:38
201,4107,0,0,0,30,0,0,0,1,,2024-12-12 18:12:45
202,2711,0,0,0,30,0,0,0,1,,2024-11-13 04:29:48
203,4699,0,0,0,0,0,0,0,0,,2025-12-24 14:51:38
204,3124,0,0,0,0,0,0,0,0,,2025-12-28 00:00:54
205,1229,0,0,0,0,0,0,0,0,,2025-11-20 08:35:11
206,1616,0,0,0,0,0,0,0,0,,2024-06-13 08:49:52
207,4440,0,0,0,0,0,0,0,0,,2025-05-31 09:59:56
208,1839,0,0,15,15,0,0,0,0,,2025-11-26 01:40:08
209,2212,0,0,5,5,0,0,0,0,,2024-07-08 06:52:18
210,874,0,0,0,0,0,0,0,0,,2025-12-02 04:48:28
211,3396,0,10,15,15,0,0,0,0,,2025-07-17 15:06:30
212,2056,0,0,5,5,0,0,0,0,,2024-10-19 18:36:08
213,2751,5,5,5,5,0,0,0,0,,2026-03-26 10:38:48
214,2859,0,0,0,0,0,0,0,0,,2025-04-21 09:27:31
215,4084,15,15,15,15,0,0,0,0,,2025-12-31 04:02:05
216,1484,0,0,15,15,0,0,0,0,,2025-04-01 13:17:51
217,4441,15,15,15,15,0,0,0,0,,2025-04-09 00:05:12
218,830,0,0,0,0,0,0,0,0,,2025-12-22 03:18:07
219,4804,0,0,0,0,0,0,0,0,,2024-12-23 22:26:31
220,4991,0,0,0,0,0,0,0,0,,2025-06-23 14:28:31
221,3203,0,23,25,25,0,0,0,0,,2024-12-02 18:13:11
222,1193,0,0,0,0,0,0,0,0,,2024-04-12 01:53:00
223,3765,0,0,0,0,0,0,0,0,,2025-10-01 02:28:02
224,262,0,0,0,0,0,0,0,0,,2025-02-14 06:48:14
225,2639,0,0,0,0,0,0,0,0,,2025-03-24 14:06:31
226,4660,0,0,0,0,0,0,0,0,,2026-05-04 17:28:03
227,1473,0,0,0,0,0,0,0,0,,2026-04-20 08:59:44
228,2553,0,4,5,5,0,0,0,0,,2025-02-11 23:53:47
229,3871,5,5,5,5,0,0,0,0,,2024-08-05 01:04:02
230,2516,0,0,0,0,0,0,0,0,,2025-07-13 10:16:00
231,2066,0,0,0,0,0,0,0,0,,2025-01-28 13:59:20
232,293,0,0,0,0,0,0,0,0,,2024-07-25 08:01:02
233,3867,0,0,0,0,0,0,0,0,,2025-09-28 17:04:48
234,1255,0,0,0,60,0,0,0,1,,2024-11-06 23:56:10
235,2219,0,7,15,15,0,0,0,0,,2024-05-05 10:10:32
236,3821,0,0,0,0,0,0,0,0,,2025-05-25 14:42:22
237,901,0,0,0,0,0,0,0,0,,2025-01-16 20:36:34
238,3731,0,5,5,5,0,0,0,0,,2025-01-27 20:34:25
239,4432,0,0,0,0,0,0,0,0,,2025-03-01 03:56:09
240,1125,0,0,0,0,0,0,0,0,,2025-07-06 05:38:50
241,1131,0,0,0,0,0,0,0,0,,2025-07-15 23:26:02
242,559,0,0,0,0,0,0,0,0,,2025-09-13 09:17:31
243,3717,0,0,0,0,0,0,0,0,,2024-08-15 21:20:17
244,1072,5,5,5,5,0,0,0,0,,2024-09-19 02:31:57
245,808,0,0,0,0,0,0,0,0,,2024-07-18 08:46:48
246,4998,0,0,0,0,0,0,0,0,,2025-01-10 15:49:11
247,2761,0,0,25,25,0,0,0,0,,2024-08-17 13:07:25
248,4138,17,25,25,25,0,0,0,0,,2025-05-28 01:01:13
249,1924,0,0,0,0,0,0,0,0,,2024-07-21 00:56:13
250,2816,0,0,0,0,0,0,0,0,,2024-11-20 15:47:50
251,1547,0,0,0,0,0,0,0,0,,2024-05-15 04:20:12
252,1543,5,5,5,5,0,0,0,0,,2026-06-05 14:22:51
253,4994,0,0,0,0,0,0,0,0,,2026-01-07 10:36:54
254,3790,0,4,30,30,0,0,1,1,2024-12-13 15:02:27,
255,4629,0,0,0,0,0,0,0,0,,2025-05-01 19:02:13
256,2401,1,5,5,5,0,0,0,0,,2025-09-02 22:49:54
257,4009,0,0,0,0,0,0,0,0,,2024-07-13 07:18:04
258,4110,0,5,5,5,0,0,0,0,,2024-03-26 21:18:05
259,926,0,5,5,5,0,0,0,0,,2025-02-22 14:33:37
260,4670,0,0,15,15,0,0,0,0,,2025-07-29 20:41:28
261,4709,0,0,0,0,0,0,0,0,,2025-09-14 00:25:48
262,3636,0,15,15,15,0,0,0,0,,2025-07-21 21:18:03
263,1466,5,5,5,5,0,0,0,0,,2026-03-28 05:10:47
264,2511,0,0,0,0,0,0,0,0,,2024-12-15 06:00:26
265,4112,0,0,0,0,0,0,0,0,,2024-11-11 21:46:46
266,42,14,25,25,25,0,0,0,0,,2025-12-14 15:57:17
267,4177,0,0,0,0,0,0,0,0,,2024-09-05 22:40:39
268,944,0,0,15,15,0,0,0,0,,2025-05-08 08:01:38
269,4476,0,5,5,5,0,0,0,0,,2025-04-04 16:01:51
270,4123,0,19,25,25,0,0,0,0,,2024-05-22 11:02:43
271,4010,0,0,0,0,0,0,0,0,,2024-05-03 01:13:07
272,4672,0,0,0,0,0,0,0,0,,2024-07-30 20:00:59
273,2920,0,0,0,0,0,0,0,0,,2024-11-15 11:42:26
274,703,0,0,0,0,0,0,0,0,,2025-11-01 14:05:40
275,3647,0,0,0,0,0,0,0,0,,2025-02-16 00:48:38
276,1442,0,0,0,0,0,0,0,0,,2025-12-03 02:02:13
277,2318,0,0,0,0,0,0,0,0,,2025-06-04 19:59:49
278,4474,0,0,0,0,0,0,0,0,,2024-04-29 04:55:13
279,988,0,0,0,0,0,0,0,0,,2025-06-29 17:37:32
280,362,0,0,0,0,0,0,0,0,,2025-06-30 03:19:29
281,2430,0,0,0,0,0,0,0,0,,2025-04-11 16:52:19
282,4577,0,15,15,15,0,0,0,0,,2025-06-13 02:20:46
283,481,15,15,15,15,0,0,0,0,,2024-07-20 07:25:01
284,231,0,0,0,0,0,0,0,0,,2024-10-19 13:12:41
285,1380,0,5,5,5,0,0,0,0,,2025-10-27 19:31:05
286,4336,0,0,5,5,0,0,0,0,,2024-11-28 06:35:02
287,3955,0,0,5,5,0,0,0,0,,2025-10-23 05:38:04
288,3086,0,0,0,0,0,0,0,0,,2025-12-20 23:28:49
289,3319,0,5,5,5,0,0,0,0,,2024-02-25 21:33:46
290,3359,0,0,0,0,0,0,0,0,,2024-05-23 23:28:38
291,1676,0,0,0,0,0,0,0,0,,2024-04-08 08:26:27
292,1340,0,0,0,0,0,0,0,0,,2024-04-07 15:42:29
293,2282,0,0,0,0,0,0,0,0,,2025-08-23 06:18:00
294,4598,0,0,0,0,0,0,0,0,,2024-10-10 10:08:27
295,1321,0,0,0,0,0,0,0,0,,2025-09-19 08:25:33
296,2707,0,15,15,15,0,0,0,0,,2026-05-23 17:42:06
297,2037,0,0,0,0,0,0,0,0,,2024-09-27 22:51:27
298,4756,0,3,15,15,0,0,0,0,,2024-12-28 22:14:20
299,2879,21,25,25,25,0,0,0,0,,2024-11-08 11:00:43
300,901,0,15,15,15,0,0,0,0,,2026-01-05 07:11:34
301,3192,0,5,5,5,0,0,0,0,,2026-01-05 21:19:25
302,4104,0,0,5,5,0,0,0,0,,2025-12-11 08:48:15
303,1085,0,0,5,5,0,0,0,0,,2024-06-05 12:10:18
304,3061,0,0,0,0,0,0,0,0,,2025-03-21 17:28:43
305,386,0,0,0,0,0,0,0,0,,2025-03-09 12:02:28
306,2211,0,0,15,15,0,0,0,0,,2026-01-13 01:17:27
307,4051,0,0,0,0,0,0,0,0,,2024-12-10 13:46:52
308,2675,0,0,0,0,0,0,0,0,,2025-06-15 20:52:33
309,538,0,0,0,0,0,0,0,0,,2024-11-02 05:33:08
310,1177,0,0,0,0,0,0,0,0,,2024-05-21 06:06:29
311,4076,0,0,0,0,0,0,0,0,,2025-03-25 06:57:55
312,2459,0,4,15,15,0,0,0,0,,2025-10-14 06:09:15
313,3948,0,0,0,0,0,0,0,0,,2024-09-29 00:39:50
314,378,0,13,25,25,0,0,0,0,,2025-11-29 04:04:28
315,1060,0,0,0,0,0,0,0,0,,2024-12-24 05:33:09
316,4862,0,0,0,0,0,0,0,0,,2024-11-06 11:52:20
317,4745,0,0,0,0,0,0,0,0,,2025-12-23 00:56:12
318,2409,0,0,0,0,0,0,0,0,,2025-04-15 20:49:38
319,3777,5,5,5,5,0,0,0,0,,2025-06-28 05:53:10
320,4096,0,0,0,0,0,0,0,0,,2024-10-25 08:24:19
321,4750,0,0,0,0,0,0,0,0,,2024-08-04 21:50:28
322,3785,0,0,0,0,0,0,0,0,,2025-09-12 09:52:38
323,3084,0,0,0,0,0,0,0,0,,2025-04-23 22:23:46
324,4640,0,0,0,0,0,0,0,0,,2025-04-06 04:53:56
325,313,15,15,15,15,0,0,0,0,,2025-12-03 10:00:32
326,2864,0,15,15,15,0,0,0,0,,2024-09-16 05:13:18
327,3754,0,0,0,0,0,0,0,0,,2024-07-12 18:09:27
328,3346,0,0,25,25,0,0,0,0,,2025-01-20 13:02:05
329,2709,0,25,25,25,0,0,0,0,,2026-05-12 02:05:21
330,4599,0,0,0,0,0,0,0,0,,2024-09-07 05:01:10
331,1946,0,15,15,15,0,0,0,0,,2026-03-21 08:08:21
332,2787,0,0,0,0,0,0,0,0,,2025-08-31 12:08:19
333,3446,0,0,0,0,0,0,0,0,,2024-03-04 08:44:32
334,3642,0,0,0,0,0,0,0,0,,2024-07-15 01:15:11
335,4703,0,0,0,0,0,0,0,0,,2024-05-22 19:38:10
336,4511,0,0,0,0,0,0,0,0,,2025-07-30 09:40:49
337,4845,0,0,0,0,0,0,0,0,,2025-08-17 02:21:59
338,368,0,0,0,0,0,0,0,0,,2025-07-16 15:57:39
339,3897,0,0,0,0,0,0,0,0,,2025-05-10 03:53:34
340,3495,0,0,25,25,0,0,0,0,,2024-12-11 23:18:06
341,828,0,0,0,0,0,0,0,0,,2024-04-15 22:07:37
342,175,0,5,5,5,0,0,0,0,,2025-06-22 14:02:21
343,1202,5,5,5,5,0,0,0,0,,2025-03-26 20:45:42
344,3039,0,0,0,0,0,0,0,0,,2024-06-15 10:48:13
345,3771,4,15,15,15,0,0,0,0,,2024-03-16 04:51:06
346,3396,0,0,0,0,0,0,0,0,,2025-03-14 22:05:58
347,369,0,5,5,5,0,0,0,0,,2024-12-31 23:02:24
348,2482,0,0,0,0,0,0,0,0,,2024-11-29 14:23:53
349,1130,0,0,0,0,0,0,0,0,,2025-07-07 22:24:42
350,3477,0,0,0,0,0,0,0,0,,2025-04-15 00:11:10
351,1134,0,7,15,15,0,0,0,0,,2025-05-24 00:25:01
352,2951,0,0,0,0,0,0,0,0,,2025-06-10 23:04:34
353,3327,0,0,0,0,0,0,0,0,,2025-02-27 02:41:18
354,1989,0,0,0,0,0,0,0,0,,2025-03-19 09:29:12
355,4100,0,0,0,0,0,0,0,0,,2025-05-05 07:44:51
356,630,0,0,0,0,0,0,0,0,,2026-01-17 19:34:18
357,1017,0,5,5,5,0,0,0,0,,2024-12-01 10:18:37
358,741,0,24,25,25,0,0,0,0,,2025-03-31 08:06:00
359,3454,5,5,5,5,0,0,0,0,,2025-06-07 02:28:09
360,2845,0,5,5,5,0,0,0,0,,2025-03-11 00:20:28
361,1998,0,5,5,5,0,0,0,0,,2024-12-03 13:58:53
362,1698,0,0,0,0,0,0,0,0,,2025-07-09 17:42:41
363,3111,0,0,0,0,0,0,0,0,,2025-08-19 19:52:24
364,1905,0,0,0,0,0,0,0,0,,2024-11-21 08:02:52
365,1457,0,0,0,0,0,0,0,0,,2024-09-29 22:16:41
366,1004,0,0,0,0,0,0,0,0,,2026-01-01 06:26:08
367,3743,0,0,0,0,0,0,0,0,,2024-07-15 13:15:24
368,1297,0,0,0,0,0,0,0,0,,2025-08-12 09:16:38
369,2641,0,5,5,5,0,0,0,0,,2025-07-22 00:07:32
370,4216,3,25,25,25,0,0,0,0,,2024-03-17 03:21:18
371,382,0,0,0,0,0,0,0,0,,2024-10-31 04:16:17
372,108,0,0,0,0,0,0,0,0,,2024-12-12 11:23:35
373,4621,0,0,25,25,0,0,0,0,,2024-07-18 18:59:11
374,3547,0,0,0,0,0,0,0,0,,2025-01-01 18:00:13
375,4692,0,0,0,0,0,0,0,0,,2024-05-25 12:27:28
376,163,0,0,5,5,0,0,0,0,,2025-06-11 21:01:58
377,3927,25,25,25,25,0,0,0,0,,2025-10-30 09:24:54
378,4739,0,0,0,0,0,0,0,0,,2025-05-10 11:21:04
379,4325,0,0,0,0,0,0,0,0,,2025-08-17 00:08:01
380,4575,5,5,5,5,0,0,0,0,,2024-11-29 17:43:09
381,447,0,0,0,0,0,0,0,0,,2025-08-13 10:38:31
382,3158,0,0,5,5,0,0,0,0,,2025-02-11 02:35:30
383,3666,0,0,0,0,0,0,0,0,,2025-12-14 05:44:53
384,3820,0,0,0,0,0,0,0,0,,2025-05-29 01:50:25
385,340,0,0,0,0,0,0,0,0,,2025-02-11 13:34:09
386,4336,0,4,15,15,0,0,0,0,,2024-11-14 08:51:38
387,2692,0,5,5,5,0,0,0,0,,2024-07-08 14:38:04
388,2042,0,0,0,0,0,0,0,0,,2024-07-29 11:26:31
389,2304,0,0,0,0,0,0,0,0,,2025-12-01 20:12:12
390,4174,0,0,0,0,0,0,0,0,,2026-05-19 09:59:19
391,4020,0,0,0,0,0,0,0,0,,2024-10-22 20:38:48
392,697,0,0,0,0,0,0,0,0,,2025-05-07 15:38:38
393,434,0,0,0,0,0,0,0,0,,2024-07-09 01:32:40
394,2524,5,5,5,5,0,0,0,0,,2024-12-18 21:49:39
395,1935,0,0,15,15,0,0,0,0,,2025-01-04 04:09:58
396,1422,0,0,0,0,0,0,0,0,,2024-12-18 16:05:55
