app_id,user_id,apply_dt,channel,product_type,requested_amount,requested_term,risk_score,decision,approve_dt,approved_amount,approved_term
85,2565,2025-03-22 07:15:20,app,installment,722,120,542,rejected,,0,0
86,997,2024-05-22 14:22:48,app,short_term,1851,21,636,approved,2024-05-23 14:22:48,1851,21
87,4251,2024-07-04 01:09:42,app,short_term,1641,7,520,rejected,,0,0
88,39,2025-07-15 12:27:03,app,short_term,3866,30,566,rejected,,0,0
89,991,2024-02-29 15:44:47,app,installment,2806,60,537,approved,2024-03-01 15:44:47,2806,60
90,648,2024-03-05 17:07:49,web,short_term,1633,21,609,rejected,,0,0
91,4764,2025-09-28 22:17:48,app,short_term,4708,21,557,rejected,,0,0
92,4243,2025-07-31 19:54:41,web,installment,2690,120,523,rejected,,0,0
93,3358,2024-08-09 10:17:45,app,short_term,4816,7,558,rejected,,0,0
94,3628,2024-05-09 08:23:21,app,installment,1966,120,634,approved,2024-05-11 08:23:21,1966,120
95,2866,2025-10-25 00:50:02,app,short_term,721,30,618,rejected,,0,0
96,898,2024-09-26 07:24:13,app,installment,4758,60,589,approved,2024-09-28 07:24:13,4312,60
97,2302,2024-02-16 07:38:32,app,installment,2059,180,561,approved,2024-02-17 07:38:32,2059,180
98,4867,2025-06-26 04:30:23,app,short_term,4115,7,592,rejected,,0,0
99,2824,2025-08-16 07:22:21,app,short_term,838,7,555,rejected,,0,0
100,2827,2024-10-10 12:03:07,app,installment,1136,90,617,rejected,,0,0
101,818,2024-08-26 05:00:21,web,short_term,2760,14,627,approved,2024-08-27 05:00:21,2760,14
102,1965,2024-03-03 00:05:41,app,short_term,2803,14,539,rejected,,0,0
103,4006,2025-09-22 14:28:14,partner,short_term,666,30,582,rejected,,0,0
104,1834,2024-03-20 21:28:05,app,short_term,3851,14,581,approved,2024-03-22 21:28:05,3851,14
105,3762,2024-12-23 17:49:22,app,short_term,3099,21,566,approved,2024-12-24 17:49:22,2319,21
106,3316,2024-12-02 17:02:43,partner,installment,3440,120,585,rejected,,0,0
107,4877,2024-05-15 03:23:55,app,short_term,4231,30,579,rejected,,0,0
108,4957,2025-03-16 21:53:56,app,short_term,1232,21,431,rejected,,0,0
109,3687,2024-07-29 23:23:53,app,short_term,4586,21,508,rejected,,0,0
110,4202,2024-10-06 07:06:41,partner,short_term,4262,21,622,rejected,,0,0
111,4881,2024-07-30 23:56:13,app,short_term,915,7,560,rejected,,0,0
112,140,2025-08-20 06:44:49,partner,installment,3686,120,578,approved,2025-08-21 06:44:49,3686,120
113,2586,2025-10-24 00:34:31,app,short_term,4784,21,615,approved,2025-10-24 00:34:31,4784,21
114,4219,2025-07-18 13:20:02,app,installment,902,180,459,rejected,,0,0
115,1894,2024-09-19 19:07:58,app,installment,4148,120,633,approved,2024-09-20 19:07:58,4148,120
116,4490,2024-09-11 15:38:06,partner,short_term,3929,21,609,approved,2024-09-11 15:38:06,3929,21
117,1838,2024-07-28 00:34:08,app,short_term,855,14,584,approved,2024-07-29 00:34:08,855,14
118,375,2025-03-07 00:50:28,app,short_term,4440,21,588,rejected,,0,0
119,3027,2024-06-18 01:04:27,app,installment,893,180,561,rejected,,0,0
120,4570,2025-04-03 16:07:37,app,short_term,2898,7,532,rejected,,0,0
121,334,2025-01-07 19:47:49,app,installment,4219,120,543,rejected,,0,0
122,4512,2024-11-22 02:22:29,app,short_term,1531,7,475,rejected,,0,0
123,3625,2025-01-16 00:27:22,app,short_term,2449,7,619,rejected,,0,0
124,4146,2024-02-11 04:24:42,app,installment,2233,180,609,approved,2024-02-13 04:24:42,2233,180
125,4567,2025-09-17 15:52:14,web,short_term,2587,30,628,approved,2025-09-19 15:52:14,2587,30
126,2391,2025-06-20 08:53:49,web,short_term,1270,7,573,rejected,,0,0
127,3342,2025-01-10 02:12:55,app,short_term,3224,21,555,approved,2025-01-11 02:12:55,3224,21
128,1299,2025-04-26 12:10:35,app,short_term,1003,14,609,approved,2025-04-27 12:10:35,1003,14
129,4714,2024-09-07 23:08:45,app,installment,3925,60,575,approved,2024-09-07 23:08:45,3003,60
130,843,2024-07-09 10:09:57,app,short_term,3054,14,609,rejected,,0,0
131,4348,2025-08-11 12:54:04,app,short_term,2578,21,523,approved,2025-08-11 12:54:04,2250,21
132,870,2025-01-26 05:49:25,web,installment,1387,180,664,approved,2025-01-26 05:49:25,1387,180
133,2142,2025-07-04 04:44:34,web,installment,4978,180,615,approved,2025-07-06 04:44:34,4978,180
134,4879,2025-06-10 22:46:02,app,short_term,4551,21,574,approved,2025-06-11 22:46:02,4551,21
135,2604,2024-06-03 00:43:02,app,short_term,4375,21,604,approved,2024-06-04 00:43:02,4375,21
136,3097,2025-09-27 21:22:15,app,short_term,3407,7,638,approved,2025-09-29 21:22:15,3407,7
137,1787,2025-10-18 22:22:27,app,installment,967,90,554,approved,2025-10-19 22:22:27,967,90
138,2811,2025-08-21 02:27:08,app,short_term,2876,30,584,approved,2025-08-21 02:27:08,2876,30
139,4972,2025-02-06 01:52:31,app,installment,2519,180,613,rejected,,0,0
140,293,2025-04-16 09:03:51,app,short_term,3010,14,620,approved,2025-04-17 09:03:51,3010,14
141,524,2025-07-09 12:20:05,app,installment,719,60,553,approved,2025-07-10 12:20:05,719,60
142,1858,2024-02-01 10:07:06,web,installment,2264,120,569,rejected,,0,0
143,4822,2025-11-03 11:13:30,web,installment,1898,60,645,approved,2025-11-05 11:13:30,1898,60
144,3039,2025-07-23 13:58:43,app,short_term,4189,30,553,rejected,,0,0
145,4565,2025-10-12 20:07:11,app,short_term,1054,14,586,approved,2025-10-13 20:07:11,1054,14
146,4497,2024-05-06 20:00:54,web,short_term,4766,7,517,rejected,,0,0
147,3224,2024-09-30 06:19:37,app,short_term,1052,21,545,rejected,,0,0
148,2871,2025-08-06 06:14:33,app,short_term,1147,7,588,approved,2025-08-07 06:14:33,1147,7
149,596,2024-05-17 17:18:50,app,short_term,2537,14,488,rejected,,0,0
150,2638,2025-04-18 12:58:31,app,installment,3564,90,553,rejected,,0,0
151,182,2025-02-07 19:01:23,app,short_term,1481,7,568,rejected,,0,0
152,1123,2025-11-25 20:27:34,app,short_term,2812,7,592,rejected,,0,0
153,3051,2025-05-20 19:01:27,web,short_term,1519,30,525,rejected,,0,0
154,437,2025-01-22 01:45:01,app,short_term,4374,30,692,approved,2025-01-22 01:45:01,4374,30
155,4805,2025-08-08 19:49:09,partner,short_term,1231,21,644,approved,2025-08-08 19:49:09,1231,21
156,2401,2024-12-08 11:11:20,app,short_term,2828,14,626,approved,2024-12-09 11:11:20,2828,14
157,3398,2024-04-23 19:34:53,partner,short_term,4210,14,618,approved,2024-04-23 19:34:53,3660,14
158,2386,2024-08-29 03:14:35,partner,installment,794,120,537,rejected,,0,0
159,754,2024-11-01 07:45:10,app,installment,859,60,628,approved,2024-11-01 07:45:10,859,60
160,3949,2024-06-23 11:23:44,app,short_term,2935,21,596,approved,2024-06-24 11:23:44,2935,21
161,2045,2025-11-27 06:21:07,app,short_term,1768,21,600,approved,2025-11-27 06:21:07,1768,21
162,269,2024-03-02 18:43:38,app,short_term,2162,21,612,rejected,,0,0
163,1140,2024-12-13 06:27:43,app,short_term,4648,21,636,rejected,,0,0
164,4823,2025-11-25 08:21:52,partner,short_term,2368,21,598,approved,2025-11-25 08:21:52,2368,21
165,3728,2025-07-30 22:47:42,app,short_term,2057,7,590,rejected,,0,0
166,949,2024-03-26 21:59:05,app,short_term,3508,30,572,approved,2024-03-26 21:59:05,3508,30
167,2803,2024-10-25 05:11:58,app,installment,978,180,601,rejected,,0,0
168,4204,2024-05-28 22:06:09,app,short_term,864,30,627,approved,2024-05-30 22:06:09,864,30
169,4265,2025-04-11 13:01:14,web,installment,4971,60,612,approved,2025-04-13 13:01:14,4971,60
170,2094,2025-11-20 12:17:24,web,short_term,1333,14,483,rejected,,0,0
171,69,2025-05-29 09:02:22,web,short_term,1341,30,481,rejected,,0,0
172,4737,2025-05-06 02:29:05,web,short_term,1637,30,538,rejected,,0,0
173,3341,2025-03-16 21:21:05,app,short_term,2209,14,644,rejected,,0,0
174,3608,2024-04-29 13:39:26,app,installment,4446,180,609,approved,2024-05-01 13:39:26,4446,180
175,4630,2025-02-26 05:01:45,partner,installment,588,60,591,approved,2025-02-27 05:01:45,588,60
176,2023,2025-05-15 08:38:21,app,installment,1171,90,646,approved,2025-05-17 08:38:21,1171,90
177,1535,2024-03-16 20:41:10,app,short_term,756,21,580,rejected,,0,0
178,4954,2025-06-17 03:46:06,app,short_term,2091,21,561,rejected,,0,0
179,2979,2025-02-08 21:09:47,app,installment,805,60,615,approved,2025-02-10 21:09:47,805,60
180,1676,2024-12-27 08:25:07,web,installment,3036,180,616,approved,2024-12-29 08:25:07,3036,180
181,703,2025-10-02 11:07:32,web,installment,4127,90,581,rejected,,0,0
182,200,2025-03-27 23:05:37,app,installment,1484,60,585,rejected,,0,0
183,3742,2025-12-11 23:13:35,app,short_term,3219,21,558,approved,2025-12-13 23:13:35,3219,21
184,190,2024-12-15 11:05:06,app,installment,4311,120,638,rejected,,0,0
185,3930,2025-12-09 20:25:39,web,installment,3103,120,492,rejected,,0,0
186,1893,2024-03-18 22:21:38,app,short_term,922,30,583,rejected,,0,0
187,4820,2025-01-15 11:11:31,app,short_term,4570,30,565,approved,2025-01-15 11:11:31,4570,30
188,4436,2024-06-28 13:16:17,app,installment,2768,180,608,approved,2024-06-29 13:16:17,2768,180
189,320,2025-05-13 14:39:34,web,installment,3699,120,598,rejected,,0,0
190,453,2025-02-16 21:36:16,app,short_term,3975,30,557,rejected,,0,0
191,1523,2024-07-12 00:18:11,app,short_term,3838,30,612,approved,2024-07-12 00:18:11,3838,30
192,2868,2024-04-08 03:32:01,app,short_term,1867,14,601,rejected,,0,0
193,3057,2025-07-09 12:21:36,app,installment,3447,90,556,rejected,,0,0
194,2450,2025-07-06 02:36:10,web,short_term,2101,7,602,approved,2025-07-07 02:36:10,2101,7
195,2352,2024-08-27 03:26:48,app,short_term,1883,30,608,rejected,,0,0
196,3290,2025-10-23 16:46:48,web,short_term,925,14,551,rejected,,0,0
197,2455,2024-06-02 15:04:35,app,short_term,2643,30,488,rejected,,0,0
198,4270,2024-07-12 07:32:55,web,short_term,4565,30,622,approved,2024-07-13 07:32:55,4426,30
199,4085,2025-12-13 12:22:56,app,installment,4142,90,592,rejected,,0,0
200,3338,2024-08-01 00:00:39,app,short_term,4547,14,546,rejected,,0,0
201,3777,2025-09-05 04:16:26,partner,short_term,993,21,549,approved,2025-09-05 04:16:26,993,21
202,559,2024-09-23 16:59:08,app,short_term,707,30,610,approved,2024-09-25 16:59:08,707,30
203,3123,2024-10-12 03:42:42,app,short_term,1440,21,552,rejected,,0,0
204,1836,2025-06-02 03:36:42,app,short_term,1514,30,606,approved,2025-06-03 03:36:42,1514,30
205,1599,2024-12-04 03:12:03,web,installment,1411,120,629,rejected,,0,0
206,2845,2024-09-01 10:03:56,app,installment,2528,90,683,approved,2024-09-03 10:03:56,2528,90
207,2622,2025-01-21 02:06:22,web,short_term,1682,30,585,rejected,,0,0
208,2582,2024-02-28 06:14:43,app,installment,2954,60,578,approved,2024-02-28 06:14:43,2954,60
209,564,2025-12-01 15:52:15,app,short_term,2236,30,586,approved,2025-12-01 15:52:15,2236,30
210,4087,2024-07-27 06:57:22,web,installment,3615,60,645,approved,2024-07-27 06:57:22,3615,60
211,3569,2024-03-24 15:10:51,app,short_term,739,30,613,approved,2024-03-25 15:10:51,739,30
212,1849,2024-03-25 04:03:54,app,installment,923,120,569,rejected,,0,0
213,3638,2025-04-02 12:18:39,app,short_term,4495,21,515,rejected,,0,0
214,1399,2024-01-28 22:04:37,app,short_term,2115,14,574,rejected,,0,0
215,1436,2025-12-17 02:14:40,app,short_term,3180,14,620,approved,2025-12-17 02:14:40,3180,14
216,4839,2024-04-18 20:06:23,app,short_term,2226,21,609,approved,2024-04-19 20:06:23,2226,21
217,2949,2024-07-20 18:14:16,partner,short_term,3128,30,599,approved,2024-07-20 18:14:16,3128,30
218,2288,2024-08-12 14:41:41,app,installment,3348,60,615,approved,2024-08-14 14:41:41,3348,60
219,355,2025-02-06 17:51:59,app,short_term,2014,21,584,rejected,,0,0
220,3289,2025-06-09 03:43:50,web,installment,1889,120,588,rejected,,0,0
221,407,2024-09-04 01:01:46,partner,installment,4319,120,670,approved,2024-09-04 01:01:46,4319,120
222,874,2025-06-15 13:19:11,app,short_term,851,21,627,approved,2025-06-15 13:19:11,851,21
223,1063,2025-02-10 08:57:50,app,installment,1127,60,663,approved,2025-02-12 08:57:50,1127,60
224,2674,2025-03-29 21:56:33,partner,installment,2095,180,608,rejected,,0,0
225,1858,2025-07-19 18:44:29,app,installment,1860,60,560,rejected,,0,0
226,3781,2025-01-11 12:54:42,app,short_term,3686,14,586,rejected,,0,0
227,372,2025-12-19 20:07:01,app,installment,1052,180,614,rejected,,0,0
228,3750,2024-03-03 21:03:55,web,short_term,1425,30,621,approved,2024-03-05 21:03:55,1425,30
229,3991,2024-04-17 02:10:21,app,installment,1746,60,554,rejected,,0,0
230,4582,2025-05-23 13:39:01,app,installment,683,120,571,rejected,,0,0
231,2980,2024-06-10 23:01:01,app,installment,3135,60,633,approved,2024-06-11 23:01:01,3135,60
232,4566,2024-11-11 13:23:35,app,short_term,1967,7,561,rejected,,0,0
233,4294,2024-07-24 19:19:28,app,short_term,3989,21,666,approved,2024-07-24 19:19:28,3989,21
234,4041,2024-08-23 08:38:11,app,installment,1420,180,584,rejected,,0,0
235,3445,2024-06-12 10:55:42,app,installment,1271,60,555,rejected,,0,0
236,936,2025-04-30 22:20:35,app,short_term,3155,30,633,rejected,,0,0
237,1939,2024-02-05 21:39:01,partner,short_term,4157,7,546,rejected,,0,0
238,1422,2024-05-02 16:08:59,app,installment,2554,180,581,rejected,,0,0
239,1508,2025-05-06 23:48:54,app,short_term,3021,21,611,approved,2025-05-07 23:48:54,3021,21
240,3911,2025-07-12 17:06:53,app,short_term,3724,14,493,rejected,,0,0
241,4289,2024-06-23 17:40:13,app,installment,4067,60,650,approved,2024-06-25 17:40:13,4067,60
242,467,2025-04-15 22:26:35,app,short_term,3060,7,568,approved,2025-04-17 22:26:35,3060,7
243,4046,2025-02-15 04:09:49,app,short_term,782,21,617,approved,2025-02-17 04:09:49,782,21
244,672,2024-08-01 05:45:31,app,short_term,4484,14,564,approved,2024-08-02 05:45:31,4484,14
245,4163,2024-02-01 03:38:33,app,installment,3992,60,616,approved,2024-02-03 03:38:33,3314,60
246,2219,2024-08-26 09:46:18,app,short_term,2252,21,649,rejected,,0,0
247,2008,2024-08-26 13:14:06,app,installment,1460,60,603,rejected,,0,0
248,3294,2024-12-10 22:01:12,app,short_term,2435,14,585,approved,2024-12-11 22:01:12,2435,14
249,830,2025-11-15 11:16:44,app,short_term,919,14,618,approved,2025-11-17 11:16:44,919,14
250,3062,2025-07-27 09:21:13,app,installment,3870,120,587,approved,2025-07-28 09:21:13,3870,120
251,258,2024-10-10 01:03:45,web,short_term,1783,7,625,approved,2024-10-10 01:03:45,1783,7
252,792,2024-07-29 00:11:01,partner,short_term,1119,30,648,rejected,,0,0
253,1830,2024-08-26 22:28:12,app,short_term,4176,30,654,approved,2024-08-28 22:28:12,4176,30
254,3441,2024-11-26 01:50:19,app,short_term,1252,30,667,approved,2024-11-27 01:50:19,1252,30
255,944,2024-07-17 21:32:50,app,short_term,2815,7,642,approved,2024-07-18 21:32:50,2815,7
256,2749,2024-12-27 07:14:21,web,short_term,2269,14,597,approved,2024-12-28 07:14:21,2269,14
257,1921,2024-09-22 11:48:27,app,installment,2337,180,577,approved,2024-09-24 11:48:27,2337,180
258,4353,2025-06-07 16:19:31,partner,installment,4294,90,550,rejected,,0,0
259,2318,2025-10-11 14:01:25,app,installment,2499,120,618,approved,2025-10-12 14:01:25,2499,120
260,1500,2024-07-07 21:32:48,app,installment,2609,120,468,rejected,,0,0
261,2191,2024-10-12 17:57:59,app,installment,2929,60,546,rejected,,0,0
262,858,2025-12-10 21:45:10,app,short_term,2381,30,547,rejected,,0,0
263,4477,2024-11-25 23:46:08,web,installment,4179,60,546,rejected,,0,0
264,1834,2024-03-06 22:07:52,web,installment,4752,120,565,rejected,,0,0
265,1231,2024-05-06 13:42:50,app,short_term,3004,30,679,approved,2024-05-08 13:42:50,3004,30
266,3673,2024-06-01 03:32:23,app,installment,3444,90,640,approved,2024-06-02 03:32:23,3440,90
267,57,2025-12-11 03:08:34,app,short_term,1979,14,590,approved,2025-12-12 03:08:34,1979,14
268,1583,2024-10-27 02:54:51,app,installment,674,90,533,rejected,,0,0
269,1071,2024-07-13 00:45:48,app,installment,3902,90,631,approved,2024-07-13 00:45:48,3902,90
270,3811,2024-12-19 21:58:47,app,installment,4194,120,636,approved,2024-12-19 21:58:47,4194,120
271,3,2024-11-02 16:17:08,web,installment,4619,60,579,rejected,,0,0
272,1463,2024-08-14 22:24:36,app,installment,910,180,595,rejected,,0,0
273,4515,2024-07-30 23:26:38,web,short_term,567,7,578,rejected,,0,0
274,2545,2025-02-16 12:44:43,app,installment,4861,120,625,approved,2025-02-18 12:44:43,4861,120
275,382,2024-04-19 18:54:45,app,short_term,3269,7,583,approved,2024-04-19 18:54:45,2974,7
276,1367,2025-04-24 08:22:06,app,short_term,509,21,527,rejected,,0,0
277,1673,2024-11-28 02:33:37,app,installment,1429,120,527,rejected,,0,0
278,971,2024-07-21 06:01:40,web,installment,3126,120,565,rejected,,0,0
279,1713,2024-03-06 23:30:01,app,installment,4944,90,587,rejected,,0,0
280,1220,2024-05-19 03:13:17,app,installment,2592,90,628,approved,2024-05-20 03:13:17,2592,90
281,1767,2025-01-18 00:36:56,app,installment,1472,120,543,rejected,,0,0
282,4655,2025-09-14 23:37:24,partner,installment,1603,60,559,rejected,,0,0
283,1866,2025-06-25 16:43:26,app,installment,3278,90,546,rejected,,0,0
284,4840,2024-03-30 10:34:20,app,installment,763,120,611,approved,2024-04-01 10:34:20,763,120
285,3219,2024-04-12 16:08:36,app,short_term,2166,7,579,rejected,,0,0
286,2973,2025-09-06 14:30:13,app,short_term,2633,30,548,rejected,,0,0
287,507,2025-07-30 06:52:58,app,short_term,2474,14,568,rejected,,0,0
288,836,2025-10-23 00:43:42,app,short_term,4210,30,621,approved,2025-10-23 00:43:42,4210,30
289,3379,2024-03-07 07:18:28,app,short_term,4623,21,553,rejected,,0,0
290,540,2024-02-11 02:15:18,web,installment,2498,60,601,rejected,,0,0
291,2026,2025-03-05 03:54:14,web,installment,960,120,585,rejected,,0,0
292,1665,2025-09-10 21:13:15,app,short_term,1968,7,633,approved,2025-09-11 21:13:15,1968,7
293,1121,2024-11-03 22:00:56,app,installment,641,60,582,rejected,,0,0
294,4520,2024-11-29 00:56:02,app,short_term,3415,7,566,approved,2024-11-30 00:56:02,3415,7
295,1527,2025-08-17 11:28:48,web,installment,3624,60,477,rejected,,0,0
296,812,2025-09-09 11:28:01,app,installment,1087,120,572,rejected,,0,0
297,4376,2024-12-21 16:06:23,app,short_term,1283,21,568,rejected,,0,0
298,2094,2024-10-24 13:15:10,app,short_term,2532,30,493,approved,2024-10-24 13:15:10,2532,30
299,3075,2024-09-02 13:21:31,app,installment,1444,120,699,approved,2024-09-02 13:21:31,1444,120
300,2365,2024-09-11 15:23:45,app,short_term,3060,30,512,rejected,,0,0
301,3468,2024-03-16 02:01:55,app,short_term,2897,21,548,rejected,,0,0
302,4413,2024-10-03 19:45:00,app,short_term,2129,14,569,rejected,,0,0
303,603,2024-02-05 06:56:33,app,short_term,4617,14,506,rejected,,0,0
304,4478,2025-03-05 16:27:35,app,short_term,796,7,627,rejected,,0,0
305,2977,2024-10-21 20:29:55,web,short_term,4450,30,550,approved,2024-10-22 20:29:55,2450,30
306,1068,2025-08-18 08:20:52,web,short_term,3078,14,640,approved,2025-08-20 08:20:52,3078,14
307,3743,2025-01-16 21:39:21,app,short_term,3960,14,603,approved,2025-01-16 21:39:21,3960,14
308,769,2024-07-25 00:27:35,app,short_term,1336,7,570,rejected,,0,0
309,693,2024-10-12 02:49:23,app,short_term,1960,14,592,rejected,,0,0
