device_id,user_id,first_seen_dt,os,brand,emulator_flag,rooted_flag,device_risk_score,ip_risk_level,geo_consistent_flag
169,87,2024-06-07 23:24:38,android,samsung,0,0,41,4,1
170,88,2024-11-13 00:39:48,ios,huawei,0,0,20,1,1
171,88,2024-11-13 00:39:48,ios,oppo,0,0,47,1,1
172,88,2024-08-15 00:39:48,ios,xiaomi,0,0,44,3,0
173,89,2025-08-26 12:37:31,android,oppo,0,0,21,2,1
174,89,2025-07-12 12:37:31,ios,xiaomi,0,0,61,1,1
175,90,2025-09-14 13:11:30,ios,oppo,0,0,37,3,1
176,90,2025-10-17 13:11:30,android,vivo,0,0,8,2,1
177,91,2025-02-23 16:59:45,android,xiaomi,0,0,51,3,1
178,91,2025-01-07 16:59:45,android,oppo,0,0,31,1,1
179,91,2025-01-13 16:59:45,android,xiaomi,0,0,47,2,1
180,92,2025-11-14 11:28:17,android,oppo,0,0,21,2,1
181,92,2025-11-06 11:28:17,ios,vivo,0,0,8,5,1
182,92,2025-08-11 11:28:17,android,oppo,0,0,0,1,1
183,93,2025-09-12 10:26:29,android,huawei,0,0,6,1,1
184,93,2025-12-17 10:26:29,android,apple,0,0,45,3,1
185,93,2025-11-13 10:26:29,android,vivo,0,0,14,1,1
186,94,2024-12-05 20:37:16,android,other,0,0,52,1,1
187,94,2024-11-17 20:37:16,android,samsung,0,0,65,3,1
188,94,2024-12-08 20:37:16,android,xiaomi,0,0,47,5,1
189,95,2026-01-09 14:29:42,android,xiaomi,0,0,55,3,1
190,95,2025-12-23 14:29:42,android,samsung,0,0,85,3,1
191,95,2025-12-28 14:29:42,android,samsung,0,0,79,3,1
192,96,2024-10-02 11:30:30,android,other,0,0,14,2,1
193,96,2024-10-20 11:30:30,android,oppo,0,0,40,1,1
194,97,2024-06-25 21:03:08,ios,oppo,0,0,34,1,1
195,97,2024-08-22 21:03:08,android,apple,1,0,57,4,1
196,97,2024-08-06 21:03:08,android,vivo,0,0,10,1,1
197,98,2025-07-19 05:19:16,android,vivo,0,0,52,1,1
198,99,2025-06-22 20:04:01,android,oppo,0,0,29,1,1
199,99,2025-05-17 20:04:01,android,huawei,0,0,58,4,1
200,99,2025-05-23 20:04:01,android,apple,0,0,44,1,1
201,100,2024-05-09 00:27:48,android,oppo,0,0,43,5,1
202,100,2024-05-15 00:27:48,android,samsung,1,0,57,3,1
203,101,2025-08-29 21:32:52,android,samsung,0,0,80,1,1
204,102,2024-08-27 22:23:30,ios,huawei,0,0,40,2,1
205,102,2024-05-18 22:23:30,ios,apple,0,0,35,4,1
206,103,2025-10-20 13:49:56,android,xiaomi,0,0,48,1,1
207,103,2025-09-19 13:49:56,android,other,0,0,50,1,1
208,103,2025-11-26 13:49:56,android,vivo,0,0,50,1,1
209,104,2024-04-12 08:59:13,android,vivo,0,0,31,3,1
210,105,2025-10-29 16:40:55,android,xiaomi,0,0,49,3,1
211,106,2025-08-10 10:54:54,android,apple,0,0,41,2,1
212,106,2025-08-14 10:54:54,ios,vivo,0,0,66,3,1
213,107,2025-09-22 15:58:58,android,oppo,0,0,22,2,1
214,107,2025-10-24 15:58:58,ios,xiaomi,0,0,55,3,1
215,107,2025-10-28 15:58:58,ios,vivo,0,0,15,1,1
216,108,2025-08-14 08:11:13,android,samsung,0,0,75,1,0
217,108,2025-05-22 08:11:13,android,xiaomi,0,0,32,1,1
218,108,2025-06-22 08:11:13,ios,apple,0,0,31,2,1
219,109,2025-03-06 05:51:22,android,oppo,0,0,87,3,1
220,109,2024-12-28 05:51:22,android,huawei,0,0,22,4,1
221,109,2025-02-28 05:51:22,android,oppo,0,1,14,2,1
222,110,2025-05-27 18:29:50,android,oppo,0,0,24,1,1
223,110,2025-09-12 18:29:50,android,other,0,0,28,1,1
224,110,2025-08-22 18:29:50,android,apple,0,1,49,1,1
225,111,2024-10-25 07:10:15,android,xiaomi,0,1,58,2,1
226,111,2024-08-31 07:10:15,android,oppo,0,0,44,3,1
227,111,2024-09-15 07:10:15,android,other,0,0,66,3,1
228,112,2025-10-04 22:22:21,ios,samsung,0,0,26,3,1
229,113,2025-05-10 14:56:05,android,apple,0,0,40,1,1
230,113,2025-04-11 14:56:05,ios,oppo,0,0,49,1,1
231,114,2025-01-03 00:12:15,android,other,0,0,39,1,1
232,114,2025-03-16 00:12:15,android,other,0,0,50,2,1
233,114,2025-03-04 00:12:15,ios,oppo,0,0,52,4,1
234,115,2025-02-08 02:13:17,android,oppo,0,0,36,1,1
235,115,2025-03-16 02:13:17,ios,apple,0,0,41,2,0
236,115,2025-04-04 02:13:17,ios,samsung,0,0,32,1,1
237,116,2025-05-06 04:20:44,android,huawei,0,0,24,2,1
238,116,2025-02-22 04:20:44,android,oppo,0,0,58,2,1
239,117,2024-05-08 04:50:08,ios,xiaomi,0,0,20,3,1
240,117,2024-02-12 04:50:08,android,vivo,0,0,26,3,1
241,118,2024-05-22 01:14:36,android,xiaomi,0,0,14,1,0
242,119,2024-06-24 04:49:48,android,huawei,0,0,47,1,0
243,119,2024-10-17 04:49:48,android,oppo,0,0,65,2,1
244,119,2024-10-05 04:49:48,android,oppo,1,0,81,1,1
245,120,2024-06-12 14:34:00,android,oppo,0,0,84,1,1
246,120,2024-06-07 14:34:00,android,apple,0,0,33,2,1
247,121,2024-11-08 22:01:47,android,xiaomi,0,0,45,4,1
248,122,2025-05-19 22:25:11,android,vivo,0,0,46,2,1
249,122,2025-07-13 22:25:11,android,oppo,0,0,38,2,1
250,123,2025-06-30 17:35:37,android,huawei,0,0,23,2,1
251,124,2025-01-17 21:36:19,android,oppo,0,0,21,1,1
252,124,2025-02-14 21:36:19,android,huawei,0,0,12,1,1
253,125,2025-11-08 05:00:06,android,apple,0,0,42,1,1
254,125,2025-12-12 05:00:06,android,huawei,0,0,18,2,1
255,126,2025-04-28 14:56:11,android,other,0,0,21,2,1
256,126,2025-04-17 14:56:11,android,xiaomi,0,0,23,2,1
257,126,2025-05-24 14:56:11,android,apple,0,0,69,1,1
258,127,2024-06-15 19:32:18,ios,xiaomi,1,0,51,1,1
259,127,2024-05-22 19:32:18,android,xiaomi,0,0,46,1,1
260,127,2024-06-16 19:32:18,android,vivo,0,0,14,4,1
261,128,2025-08-03 10:46:47,android,oppo,0,0,33,1,1
262,129,2025-03-25 11:00:10,android,vivo,0,0,0,1,1
263,130,2025-05-10 08:15:53,android,huawei,0,0,45,1,1
264,130,2025-05-17 08:15:53,android,huawei,0,0,32,1,1
265,131,2025-05-10 17:20:26,android,apple,0,0,27,1,1
266,131,2025-04-09 17:20:26,android,huawei,0,0,42,1,0
267,131,2025-04-18 17:20:26,android,huawei,0,0,54,1,0
268,132,2025-03-27 02:42:39,android,oppo,0,0,55,3,1
269,133,2024-05-11 02:43:25,android,huawei,0,0,43,1,1
270,133,2024-06-19 02:43:25,ios,xiaomi,0,0,41,1,1
271,133,2024-05-12 02:43:25,ios,huawei,0,0,24,1,1
272,134,2025-02-12 05:18:34,ios,vivo,0,0,63,1,1
273,135,2025-11-02 06:52:08,android,samsung,1,0,33,3,1
274,135,2025-10-10 06:52:08,android,xiaomi,0,0,24,2,1
275,135,2025-11-09 06:52:08,ios,huawei,0,0,26,1,1
276,136,2024-10-27 21:12:20,android,oppo,0,0,54,2,1
277,136,2024-08-21 21:12:20,android,vivo,0,0,7,3,1
278,137,2025-03-08 01:43:33,android,vivo,0,0,12,2,1
279,138,2024-01-24 11:55:42,android,oppo,0,0,27,1,1
280,138,2024-02-08 11:55:42,android,xiaomi,0,0,51,2,1
281,138,2024-01-15 11:55:42,android,samsung,0,0,53,2,1
282,139,2024-12-18 16:11:09,android,xiaomi,0,0,23,1,1
283,139,2024-09-09 16:11:09,android,vivo,0,0,53,2,1
284,140,2024-12-18 19:17:19,android,oppo,0,0,33,4,1
285,140,2024-12-22 19:17:19,android,apple,0,0,62,1,1
286,141,2026-02-11 09:34:35,android,apple,0,0,51,1,1
287,141,2026-02-08 09:34:35,ios,xiaomi,0,0,31,1,1
288,141,2026-03-25 09:34:35,android,xiaomi,0,0,28,2,1
289,142,2024-08-11 15:31:24,ios,oppo,0,0,23,3,1
290,142,2024-06-21 15:31:24,android,xiaomi,0,0,69,1,1
291,143,2024-07-29 21:07:36,android,xiaomi,1,0,32,1,1
292,143,2024-10-23 21:07:36,android,oppo,0,0,21,2,1
293,144,2025-02-12 05:25:18,android,xiaomi,0,0,36,1,1
294,144,2025-01-31 05:25:18,android,oppo,0,0,0,1,1
295,145,2026-03-31 15:30:05,android,xiaomi,0,0,27,2,1
296,146,2025-12-10 23:37:18,ios,oppo,0,0,100,1,1
297,147,2024-01-18 07:49:14,android,vivo,0,1,59,1,1
298,147,2024-03-12 07:49:14,android,samsung,0,0,56,1,1
299,148,2024-07-05 18:37:11,ios,other,0,0,11,1,1
300,149,2025-11-26 19:44:10,ios,oppo,0,0,52,1,1
301,149,2025-11-16 19:44:10,android,samsung,0,1,53,1,1
302,149,2025-12-02 19:44:10,ios,oppo,0,0,38,1,1
303,150,2024-03-25 13:27:50,android,oppo,0,0,48,2,0
304,150,2024-05-28 13:27:50,ios,xiaomi,0,0,64,4,1
305,151,2025-09-20 15:21:12,ios,samsung,0,0,3,1,1
306,151,2025-12-24 15:21:12,android,huawei,0,0,19,2,1
307,152,2024-11-08 09:50:44,android,vivo,0,1,0,1,0
308,152,2024-07-26 09:50:44,android,samsung,0,0,43,1,0
309,152,2024-09-04 09:50:44,ios,apple,0,0,72,1,1
310,153,2026-02-11 21:15:55,android,oppo,0,0,66,2,1
311,153,2026-01-26 21:15:55,android,apple,0,1,35,2,1
312,154,2024-07-27 07:45:45,android,oppo,0,0,25,1,1
313,154,2024-08-11 07:45:45,android,vivo,0,0,23,1,1
314,154,2024-09-11 07:45:45,ios,apple,0,0,56,3,0
315,155,2024-11-12 01:13:49,ios,oppo,0,0,33,2,1
316,155,2024-12-05 01:13:49,android,xiaomi,0,0,3,4,1
317,155,2025-03-02 01:13:49,android,oppo,0,0,42,1,0
318,156,2025-04-21 04:46:38,android,vivo,0,0,0,1,1
319,157,2024-03-30 04:26:18,android,oppo,0,0,53,1,1
320,158,2025-05-09 15:12:11,android,oppo,0,0,0,2,1
321,158,2025-02-04 15:12:11,ios,huawei,0,0,48,1,1
322,159,2025-01-31 15:52:17,ios,vivo,0,0,64,3,1
323,160,2025-09-11 05:53:47,android,oppo,0,0,54,1,0
324,160,2025-08-12 05:53:47,ios,vivo,1,0,62,1,1
325,161,2026-03-24 03:47:34,android,other,0,0,44,3,0
326,161,2025-12-23 03:47:34,ios,other,0,0,49,1,0
327,161,2025-12-31 03:47:34,ios,apple,0,0,0,2,1
328,162,2025-08-08 22:46:23,android,oppo,0,0,54,1,1
329,162,2025-06-12 22:46:23,android,oppo,0,0,40,1,0
330,162,2025-07-04 22:46:23,android,xiaomi,0,0,46,1,1
331,163,2024-12-10 16:56:47,android,huawei,0,0,60,1,1
332,163,2025-01-29 16:56:47,android,oppo,0,0,35,2,1
333,163,2024-11-05 16:56:47,android,oppo,0,0,45,2,1
334,164,2024-12-01 15:53:52,ios,xiaomi,0,0,25,4,1
335,165,2025-01-18 02:38:13,android,xiaomi,0,0,0,3,1
336,165,2025-01-07 02:38:13,android,oppo,0,0,22,1,1
337,165,2024-11-15 02:38:13,android,apple,0,0,62,4,1
338,166,2025-08-22 05:38:13,ios,xiaomi,0,0,45,4,1
339,167,2024-11-22 11:41:58,android,samsung,0,0,24,3,1
340,167,2024-11-25 11:41:58,android,xiaomi,0,0,51,3,1
341,168,2024-08-08 21:21:55,ios,vivo,0,0,71,2,1
342,168,2024-07-04 21:21:55,android,vivo,0,0,51,2,1
343,168,2024-08-04 21:21:55,android,apple,0,0,23,1,0
344,169,2024-12-04 00:47:09,android,vivo,0,1,15,2,1
345,169,2024-09-21 00:47:09,android,xiaomi,0,0,80,3,1
346,169,2024-12-07 00:47:09,android,xiaomi,0,0,51,4,1
347,170,2024-01-12 13:54:55,android,other,0,0,62,1,1
348,171,2024-06-24 11:37:04,android,vivo,0,0,78,2,1
349,171,2024-05-18 11:37:04,android,xiaomi,0,0,28,1,1
350,172,2024-05-20 17:38:18,android,xiaomi,0,0,24,3,1
351,172,2024-04-28 17:38:18,ios,vivo,0,0,26,1,1
352,172,2024-04-10 17:38:18,android,apple,0,0,19,1,1
353,173,2025-07-27 05:35:53,android,oppo,0,0,26,2,1
354,173,2025-10-11 05:35:53,android,huawei,0,0,73,3,1
355,174,2025-09-06 07:44:08,android,xiaomi,0,0,51,2,1
356,174,2025-08-16 07:44:08,android,samsung,0,0,0,2,1
357,175,2025-07-01 15:25:27,android,samsung,0,0,27,1,1
358,175,2025-06-07 15:25:27,android,other,0,0,22,1,1
359,176,2024-12-26 04:05:20,ios,other,0,0,2,2,1
360,176,2024-11-29 04:05:20,android,huawei,0,0,43,3,1
361,177,2025-07-22 10:51:54,android,oppo,0,0,14,1,1
362,177,2025-07-28 10:51:54,android,other,0,0,42,1,0
363,178,2024-05-31 17:28:53,android,samsung,0,0,31,3,1
364,179,2025-11-25 10:53:30,ios,huawei,0,0,57,1,1
365,179,2025-11-30 10:53:30,android,huawei,0,0,0,1,1
366,179,2025-10-12 10:53:30,android,apple,0,0,32,1,1
367,180,2025-04-19 18:18:16,android,apple,0,0,56,2,1
368,180,2025-01-26 18:18:16,android,vivo,0,0,38,2,1
369,180,2025-02-19 18:18:16,android,other,0,0,58,2,1
370,181,2026-02-09 18:39:37,android,oppo,0,0,56,4,1
371,182,2024-06-08 04:30:28,ios,xiaomi,0,0,86,1,1
372,183,2025-03-06 01:13:22,android,other,0,0,36,1,1
373,183,2024-12-24 01:13:22,android,vivo,0,0,44,2,1
374,184,2025-08-29 07:31:58,android,apple,0,1,37,1,1
375,184,2025-09-06 07:31:58,android,oppo,0,1,35,3,1
376,185,2025-02-19 19:21:54,android,oppo,0,0,19,1,1
377,185,2025-01-22 19:21:54,android,other,0,0,27,1,1
378,185,2025-01-17 19:21:54,android,xiaomi,0,0,56,1,1
379,186,2025-01-28 16:39:28,android,other,0,0,45,2,1
380,187,2024-05-23 08:04:15,ios,apple,0,0,35,5,1
381,187,2024-08-08 08:04:15,android,apple,0,0,86,1,1
382,187,2024-08-12 08:04:15,android,other,0,0,33,2,1
383,188,2024-11-23 03:29:30,android,other,0,0,6,2,1
384,189,2024-08-05 07:11:05,ios,huawei,0,0,52,1,1
385,190,2024-11-18 02:29:30,android,xiaomi,0,0,73,2,1
386,190,2024-09-23 02:29:30,ios,samsung,0,0,56,2,1
387,190,2024-08-24 02:29:30,android,xiaomi,0,0,21,3,1
388,191,2025-05-15 02:26:08,android,apple,0,0,62,1,1
389,191,2025-06-29 02:26:08,android,oppo,0,0,47,1,0
390,192,2025-04-16 02:33:03,android,huawei,0,0,34,4,1
391,193,2025-04-02 06:04:53,android,oppo,0,0,47,1,1
392,193,2025-06-19 06:04:53,android,xiaomi,0,0,72,1,1
393,193,2025-04-20 06:04:53,android,oppo,0,0,23,2,0
394,194,2024-09-14 02:57:24,ios,huawei,0,0,28,5,1
395,194,2024-11-28 02:57:24,android,other,0,0,18,1,1
396,195,2026-02-02 13:48:50,android,oppo,0,1,33,1,1
397,196,2024-03-24 23:37:35,android,huawei,0,0,94,1,1
398,196,2024-03-24 23:37:35,android,xiaomi,0,1,49,3,1
399,196,2024-03-17 23:37:35,android,other,0,0,14,1,1
400,197,2024-10-27 02:11:25,android,oppo,0,0,68,3,1
401,198,2024-06-04 03:27:48,android,vivo,0,0,77,3,1
402,198,2024-04-27 03:27:48,android,huawei,0,0,38,1,1
403,199,2024-11-25 10:17:43,android,samsung,0,0,3,1,0
404,200,2025-12-11 04:26:49,android,apple,0,0,43,1,1
405,200,2026-01-25 04:26:49,ios,vivo,0,0,60,3,1
406,201,2024-10-18 08:56:13,ios,samsung,0,0,45,1,1
407,202,2025-12-31 06:20:01,ios,oppo,0,0,57,1,1
408,203,2025-03-28 09:33:01,android,huawei,0,0,31,4,1
409,204,2025-05-20 18:52:08,android,vivo,0,0,44,2,1
410,204,2025-08-27 18:52:08,android,huawei,0,0,47,2,1
411,204,2025-08-25 18:52:08,ios,oppo,0,0,16,1,1
412,205,2025-02-14 21:57:15,android,oppo,0,0,43,4,1
413,205,2025-03-10 21:57:15,android,apple,0,0,26,5,1
414,205,2025-02-06 21:57:15,android,oppo,0,0,26,3,1
415,206,2024-10-16 02:02:30,android,other,0,0,52,2,1
416,207,2025-09-18 21:18:00,ios,other,0,0,71,1,1
