app_id,user_id,apply_dt,channel,product_type,requested_amount,requested_term,risk_score,decision,approve_dt,approved_amount,approved_term,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d,register_dt,age,gender,city_tier,education,marital_status,residence_years,company_type,monthly_income,phone_age_months,contact_count,emergency_contact_count,device_count,has_credit_card,bureau_score,delinq_12m,credit_utilization,open_accounts,inquiry_3m,device_cnt,brand_nunique,first_seen_min,first_seen_max,emulator_any,emulator_rate,rooted_any,rooted_rate,device_risk_score_mean,device_risk_score_max,ip_risk_level_mean,ip_risk_level_max,geo_consistent_rate,android_share,loan_id,disburse_dt,principal,term_days,apr,first_due_dt,dpd_max_30d,dpd_max_60d,dpd_max_90d,dpd_max_180d,dpd30_ever_30d,dpd30_ever_60d,dpd30_ever,dpd30_ever_180d,chargeoff_dt,paid_off_dt,loan_age_days,label_available,y_dpd30_ever
54,3643,2024-12-21 10:21:35,web,installment,3150,90,571,approved,2024-12-23 10:21:35,3150,90,4,24,0.32,0,46,19,2025-04-05 16:36:56,49,M,4,high,single,9,private,2173.0,38,269,3,1,1,629.0,0,0.48,3,2,1,1,2025-06-10 16:36:56,2025-06-10 16:36:56,0,0.0,0,0.0,36.0,36.0,4.0,4.0,1.0,1.0,27.0,2024-12-23 10:21:35,3150.0,90.0,0.224,2025-01-21 10:21:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-03-31 10:21:35,364.0,True,0
55,4620,2024-12-31 12:04:00,app,short_term,1942,7,669,approved,2025-01-02 12:04:00,1942,7,0,28,0.18,0,75,27,2024-09-29 19:39:15,37,F,5,college,single,9,self_employed,5569.0,21,450,1,1,0,669.0,0,0.14,3,0,1,1,2024-12-05 19:39:15,2024-12-05 19:39:15,0,0.0,0,0.0,52.0,52.0,2.0,2.0,1.0,1.0,28.0,2025-01-02 12:04:00,1942.0,7.0,0.224,2025-01-10 12:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-01-13 12:04:00,354.0,True,0
58,1402,2024-03-25 04:35:09,partner,short_term,1825,7,632,approved,2024-03-26 04:35:09,1825,7,5,9,0.37,0,24,28,2024-08-15 10:03:57,42,M,3,high,single,2,self_employed,4527.0,34,148,4,3,1,652.0,0,0.58,10,0,3,3,2024-09-05 10:03:57,2024-11-05 10:03:57,0,0.0,0,0.0,27.0,42.0,1.6666666666666667,3.0,1.0,0.6666666666666666,29.0,2024-03-26 04:35:09,1825.0,7.0,0.295,2024-04-03 04:35:09,0.0,9.0,15.0,15.0,0.0,0.0,0.0,0.0,,2024-04-11 04:35:09,636.0,True,0
59,1352,2025-08-04 08:04:40,app,installment,4573,90,614,approved,2025-08-04 08:04:40,4538,90,0,16,0.32,0,91,18,2025-10-22 04:02:03,18,M,3,college,single,6,private,3025.0,39,54,2,1,0,743.0,0,0.32,4,2,1,1,2026-02-13 04:02:03,2026-02-13 04:02:03,0,0.0,0,0.0,66.0,66.0,1.0,1.0,1.0,1.0,30.0,2025-08-04 08:04:40,4538.0,90.0,0.349,2025-09-02 08:04:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-05 08:04:40,140.0,True,0
63,3536,2025-02-05 23:46:13,web,installment,1242,180,595,approved,2025-02-05 23:46:13,1242,180,4,16,0.46,0,36,29,2025-08-18 21:30:01,55,M,2,college,married,5,private,5062.0,54,174,5,2,0,536.0,0,0.08,0,0,2,1,2025-09-16 21:30:01,2025-09-22 21:30:01,0,0.0,0,0.0,40.5,66.0,3.5,4.0,1.0,0.5,31.0,2025-02-05 23:46:13,1242.0,180.0,0.23,2025-03-29 23:46:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-08-12 23:46:13,320.0,True,0
64,1113,2025-04-05 13:13:58,web,installment,3298,90,680,approved,2025-04-06 13:13:58,3298,90,3,24,0.51,1,66,19,2024-05-13 21:39:38,37,F,3,high,single,6,self_employed,11030.0,9,159,4,2,0,548.0,0,0.36,5,1,2,2,2024-05-31 21:39:38,2024-07-19 21:39:38,0,0.0,0,0.0,31.0,40.0,2.0,3.0,1.0,1.0,32.0,2025-04-06 13:13:58,3298.0,90.0,0.18,2025-05-05 13:13:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-10 13:13:58,260.0,True,0
68,1135,2025-08-09 18:41:25,app,installment,2297,120,581,approved,2025-08-10 18:41:25,2297,120,5,25,0.06,0,64,37,2025-06-05 05:06:50,30,M,5,high,married,9,private,6202.0,102,354,2,3,0,614.0,2,0.13,5,1,3,2,2025-07-06 05:06:50,2025-09-17 05:06:50,0,0.0,0,0.0,35.666666666666664,55.0,1.6666666666666667,2.0,1.0,0.6666666666666666,33.0,2025-08-11 18:41:25,2297.0,120.0,0.268,2025-09-17 18:41:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-12-10 18:41:25,133.0,True,0
70,3037,2025-08-19 18:27:14,app,installment,3419,120,591,approved,2025-08-19 18:27:14,3419,120,6,17,0.11,0,50,12,2024-10-07 11:13:25,55,F,5,college,single,3,unemployed,3084.0,107,101,4,3,0,650.0,0,0.75,2,2,3,2,2024-10-11 11:13:25,2024-12-26 11:13:25,0,0.0,0,0.0,37.666666666666664,60.0,1.6666666666666667,3.0,1.0,1.0,34.0,2025-08-20 18:27:14,3419.0,120.0,0.239,2025-09-26 18:27:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-12-22 18:27:14,124.0,True,0
72,3064,2024-08-15 04:48:16,app,short_term,2696,7,572,approved,2024-08-16 04:48:16,2696,7,5,12,0.3,0,42,12,2025-05-21 16:05:38,22,M,4,high,married,8,self_employed,2986.0,8,323,3,3,1,601.0,0,0.17,5,2,3,3,2025-06-06 16:05:38,2025-08-17 16:05:38,0,0.0,0,0.0,38.0,41.0,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,35.0,2024-08-16 04:48:16,2696.0,7.0,0.26,2024-08-24 04:48:16,0.0,12.0,25.0,25.0,0.0,0.0,0.0,0.0,,2024-09-01 04:48:16,493.0,True,0
76,3910,2025-09-01 07:31:25,web,installment,4862,60,621,approved,2025-09-03 07:31:25,4862,60,9,9,0.36,1,88,43,2025-07-22 05:18:29,40,F,4,graduate,married,6,private,3248.0,77,194,4,3,0,682.0,0,0.07,7,0,3,3,2025-08-18 05:18:29,2025-10-07 05:18:29,0,0.0,0,0.0,21.666666666666668,42.0,2.0,3.0,1.0,1.0,36.0,2025-09-03 07:31:25,4862.0,60.0,0.263,2025-09-25 07:31:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-15 07:31:25,110.0,True,0
78,3238,2024-12-14 19:36:40,app,short_term,613,30,601,approved,2024-12-14 19:36:40,613,30,7,22,0.34,0,68,16,2024-05-23 20:07:34,48,M,2,high,married,10,private,6288.0,11,247,4,2,0,554.0,0,0.33,10,2,2,2,2024-06-15 20:07:34,2024-09-07 20:07:34,0,0.0,0,0.0,34.5,46.0,1.0,1.0,1.0,0.0,38.0,2024-12-15 19:36:40,613.0,30.0,0.284,2024-12-29 19:36:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-01-17 19:36:40,372.0,True,0
84,4243,2025-07-15 10:10:46,app,short_term,512,30,527,approved,2025-07-15 10:10:46,512,30,6,23,0.09,0,58,55,2024-05-12 20:20:21,37,F,3,middle,married,4,self_employed,3747.0,78,186,3,3,0,593.0,2,0.66,6,6,3,2,2024-05-24 20:20:21,2024-07-29 20:20:21,0,0.0,0,0.0,41.333333333333336,65.0,1.0,1.0,0.6666666666666666,1.0,39.0,2025-07-15 10:10:46,512.0,30.0,0.199,2025-07-29 10:10:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-08-16 10:10:46,160.0,True,0
86,997,2024-05-22 14:22:48,app,short_term,1851,21,636,approved,2024-05-23 14:22:48,1851,21,2,32,0.26,0,74,23,2024-09-12 06:42:59,42,F,5,high,single,7,state,4916.0,25,179,4,1,1,718.0,0,0.45,1,1,1,1,2024-12-28 06:42:59,2024-12-28 06:42:59,0,0.0,0,0.0,10.0,10.0,5.0,5.0,0.0,1.0,40.0,2024-05-23 14:22:48,1851.0,21.0,0.24,2024-06-04 14:22:48,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,,2024-06-27 14:22:48,578.0,True,0
89,991,2024-02-29 15:44:47,app,installment,2806,60,537,approved,2024-03-01 15:44:47,2806,60,0,13,0.4,0,38,8,2025-01-27 21:00:34,50,F,2,college,married,1,self_employed,2300.0,99,303,1,1,1,589.0,1,0.17,1,0,1,1,2025-05-05 21:00:34,2025-05-05 21:00:34,0,0.0,0,0.0,39.0,39.0,2.0,2.0,0.0,1.0,41.0,2024-03-02 15:44:47,2806.0,60.0,0.213,2024-03-24 15:44:47,0.0,2.0,25.0,25.0,0.0,0.0,0.0,0.0,,2024-05-15 15:44:47,660.0,True,0
94,3628,2024-05-09 08:23:21,app,installment,1966,120,634,approved,2024-05-11 08:23:21,1966,120,10,15,0.17,0,91,40,2025-01-25 10:23:09,53,M,2,high,single,4,private,3434.0,97,438,4,3,0,714.0,0,0.34,7,2,3,3,2025-02-13 10:23:09,2025-05-14 10:23:09,0,0.0,0,0.0,40.0,57.0,2.3333333333333335,4.0,1.0,1.0,42.0,2024-05-12 08:23:21,1966.0,120.0,0.341,2024-06-18 08:23:21,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,2024-09-23 08:23:21,589.0,True,0
96,898,2024-09-26 07:24:13,app,installment,4758,60,589,approved,2024-09-28 07:24:13,4312,60,6,4,0.22,0,66,31,2024-02-13 05:55:32,47,F,2,middle,married,0,self_employed,2875.0,17,376,4,2,0,546.0,0,0.46,9,0,2,2,2024-04-27 05:55:32,2024-05-07 05:55:32,0,0.0,0,0.0,47.5,52.0,1.5,2.0,1.0,1.0,43.0,2024-09-28 07:24:13,4312.0,60.0,0.237,2024-10-20 07:24:13,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,2024-12-06 07:24:13,450.0,True,0
97,2302,2024-02-16 07:38:32,app,installment,2059,180,561,approved,2024-02-17 07:38:32,2059,180,7,11,0.3,0,56,20,2025-10-22 11:36:31,25,M,3,college,married,8,private,3137.0,102,455,2,3,0,541.0,0,0.19,3,1,3,2,2025-11-28 11:36:31,2026-02-17 11:36:31,0,0.0,0,0.0,57.666666666666664,64.0,2.0,3.0,1.0,0.6666666666666666,44.0,2024-02-18 07:38:32,2059.0,180.0,0.279,2024-04-10 07:38:32,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,2024-08-26 07:38:32,673.0,True,0
101,818,2024-08-26 05:00:21,web,short_term,2760,14,627,approved,2024-08-27 05:00:21,2760,14,5,24,0.6,0,56,19,2025-04-22 23:55:59,23,F,5,college,married,10,self_employed,3886.0,50,406,3,2,1,638.0,0,0.47,2,1,2,2,2025-05-11 23:55:59,2025-06-30 23:55:59,0,0.0,0,0.0,30.0,43.0,2.0,2.0,1.0,1.0,45.0,2024-08-27 05:00:21,2760.0,14.0,0.193,2024-09-06 05:00:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-09-11 05:00:21,482.0,True,0
104,1834,2024-03-20 21:28:05,app,short_term,3851,14,581,approved,2024-03-22 21:28:05,3851,14,9,10,0.22,0,83,57,2024-04-02 14:08:33,50,M,3,college,married,2,private,5372.0,3,144,1,1,0,597.0,0,0.31,3,0,1,1,2024-07-27 14:08:33,2024-07-27 14:08:33,1,1.0,0,0.0,35.0,35.0,1.0,1.0,1.0,1.0,46.0,2024-03-23 21:28:05,3851.0,14.0,0.139,2024-04-02 21:28:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-04-16 21:28:05,639.0,True,0
105,3762,2024-12-23 17:49:22,app,short_term,3099,21,566,approved,2024-12-24 17:49:22,2319,21,5,11,0.11,0,75,31,2024-10-17 01:49:09,35,M,3,high,single,8,private,1546.0,120,489,3,1,0,657.0,0,0.21,2,3,1,1,2024-11-18 01:49:09,2024-11-18 01:49:09,0,0.0,0,0.0,26.0,26.0,3.0,3.0,0.0,1.0,47.0,2024-12-25 17:49:22,2319.0,21.0,0.226,2025-01-06 17:49:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-01-21 17:49:22,362.0,True,0
112,140,2025-08-20 06:44:49,partner,installment,3686,120,578,approved,2025-08-21 06:44:49,3686,120,1,29,0.47,0,60,27,2024-11-06 19:17:19,46,M,2,middle,married,1,private,4300.0,2,190,4,2,0,608.0,0,0.19,10,1,2,2,2024-12-18 19:17:19,2024-12-22 19:17:19,0,0.0,0,0.0,47.5,62.0,2.5,4.0,1.0,1.0,48.0,2025-08-21 06:44:49,3686.0,120.0,0.182,2025-09-27 06:44:49,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,2025-12-30 06:44:49,123.0,True,0
