risk_score_decile,cohort,loan_cnt,bad_cnt,bad_rate,amount_mean,amount_sum,score_mean
3,2024-06,16,0,0.0,2413.4375,38615.0,584.25
3,2024-07,10,0,0.0,1992.9,19929.0,583.9
3,2024-08,18,0,0.0,2907.5555555555557,52336.0,583.6111111111111
3,2024-09,20,0,0.0,2567.45,51349.0,584.5
3,2024-10,17,2,0.11764705882352941,2984.529411764706,50737.0,583.8235294117648
3,2024-11,18,0,0.0,2792.8333333333335,50271.0,584.8333333333334
3,2024-12,14,0,0.0,2455.214285714286,34373.0,583.6428571428571
3,2025-01,10,0,0.0,3292.3,32923.0,583.5
3,2025-02,20,1,0.05,2210.8,44216.0,585.0
3,2025-03,13,0,0.0,3098.4615384615386,40280.0,583.3846153846154
3,2025-04,11,0,0.0,2109.909090909091,23209.0,583.3636363636364
3,2025-05,10,0,0.0,2561.8,25618.0,584.7
3,2025-06,18,0,0.0,2881.8333333333335,51873.0,584.3333333333334
3,2025-07,13,0,0.0,3319.769230769231,43157.0,584.9230769230769
3,2025-08,15,0,0.0,3142.5333333333333,47138.0,585.4666666666667
3,2025-09,6,0,0.0,2989.0,17934.0,585.1666666666666
4,2024-01,2,0,0.0,1278.5,2557.0,594.0
4,2024-02,15,0,0.0,3123.0,46845.0,593.8666666666667
4,2024-03,13,0,0.0,2154.076923076923,28003.0,593.3076923076923
4,2024-04,10,0,0.0,2337.6,23376.0,595.1
4,2024-05,14,0,0.0,3039.5,42553.0,592.8571428571429
4,2024-06,18,1,0.05555555555555555,2771.777777777778,49892.0,593.2222222222222
4,2024-07,5,0,0.0,3310.2,16551.0,593.4
4,2024-08,11,0,0.0,3173.818181818182,34912.0,593.6363636363636
4,2024-09,10,0,0.0,2655.6,26556.0,594.3
4,2024-10,11,0,0.0,2519.2727272727275,27712.0,593.9090909090909
4,2024-11,18,1,0.05555555555555555,2938.4444444444443,52892.0,593.4444444444445
4,2024-12,17,0,0.0,2487.176470588235,42282.0,593.4117647058823
4,2025-01,6,0,0.0,3367.5,20205.0,593.8333333333334
4,2025-02,21,0,0.0,2468.4761904761904,51838.0,593.1428571428571
4,2025-03,13,1,0.07692307692307693,2946.153846153846,38300.0,592.8461538461538
4,2025-04,17,0,0.0,2747.764705882353,46712.0,593.5294117647059
4,2025-05,14,0,0.0,2087.4285714285716,29224.0,592.7857142857143
4,2025-06,16,0,0.0,2378.75,38060.0,593.1875
4,2025-07,17,1,0.058823529411764705,2471.4117647058824,42014.0,593.2941176470588
4,2025-08,9,0,0.0,2933.5555555555557,26402.0,592.3333333333334
4,2025-09,8,0,0.0,2433.125,19465.0,593.875
5,2024-01,3,0,0.0,2261.6666666666665,6785.0,602.6666666666666
5,2024-02,11,0,0.0,2345.090909090909,25796.0,601.5454545454545
5,2024-03,15,0,0.0,3447.4,51711.0,601.4666666666667
5,2024-04,14,1,0.07142857142857142,2477.0,34678.0,601.9285714285714
5,2024-05,18,0,0.0,2870.1666666666665,51663.0,602.2777777777778
5,2024-06,21,0,0.0,3140.095238095238,65942.0,600.3333333333334
5,2024-07,15,0,0.0,3030.133333333333,45452.0,600.7333333333333
5,2024-08,16,0,0.0,2886.1875,46179.0,601.5625
5,2024-09,15,0,0.0,2343.0666666666666,35146.0,601.7333333333333
5,2024-10,14,0,0.0,2465.8571428571427,34522.0,601.7142857142857
5,2024-11,17,1,0.058823529411764705,2003.5882352941176,34061.0,601.7058823529412
5,2024-12,15,0,0.0,2628.4666666666667,39427.0,601.8
5,2025-01,13,0,0.0,2688.3846153846152,34949.0,601.6923076923077
5,2025-02,12,0,0.0,2728.4166666666665,32741.0,601.25
5,2025-03,12,0,0.0,2564.0,30768.0,602.1666666666666
5,2025-04,13,0,0.0,2035.923076923077,26467.0,602.0
5,2025-05,17,0,0.0,2760.529411764706,46929.0,601.9411764705883
5,2025-06,11,0,0.0,2391.4545454545455,26306.0,601.7272727272727
5,2025-07,17,0,0.0,2618.294117647059,44511.0,601.8235294117648
5,2025-08,10,0,0.0,3132.1,31321.0,601.4
5,2025-09,14,0,0.0,2528.3571428571427,35397.0,602.2142857142857
6,2024-01,5,0,0.0,2734.8,13674.0,608.0
6,2024-02,18,0,0.0,2462.4444444444443,44324.0,609.3888888888889
6,2024-03,15,0,0.0,2555.133333333333,38327.0,609.8666666666667
6,2024-04,18,0,0.0,2415.8333333333335,43485.0,609.7222222222222
6,2024-05,19,0,0.0,2716.8947368421054,51621.0,609.1052631578947
6,2024-06,15,0,0.0,2970.733333333333,44561.0,609.4666666666667
6,2024-07,13,0,0.0,2925.846153846154,38036.0,610.0
6,2024-08,8,0,0.0,2583.75,20670.0,609.25
6,2024-09,16,1,0.0625,2585.4375,41367.0,609.125
6,2024-10,17,0,0.0,3373.705882352941,57353.0,609.4705882352941
6,2024-11,13,0,0.0,3109.923076923077,40429.0,609.4615384615385
6,2024-12,16,0,0.0,2372.4375,37959.0,609.5
6,2025-01,11,0,0.0,2895.0,31845.0,609.2727272727273
6,2025-02,10,0,0.0,2798.1,27981.0,608.9
6,2025-03,8,0,0.0,3594.875,28759.0,609.75
6,2025-04,23,1,0.043478260869565216,2842.3478260869565,65374.0,609.0434782608696
6,2025-05,12,1,0.08333333333333333,2913.4166666666665,34961.0,609.75
6,2025-06,19,0,0.0,2439.9473684210525,46359.0,608.7894736842105
6,2025-07,14,0,0.0,2785.8571428571427,39002.0,610.0
6,2025-08,12,0,0.0,2512.5833333333335,30151.0,609.4166666666666
6,2025-09,16,0,0.0,2363.125,37810.0,608.875
7,2024-01,4,0,0.0,2007.5,8030.0,618.25
7,2024-02,13,0,0.0,2741.0,35633.0,617.4615384615385
7,2024-03,14,0,0.0,2984.785714285714,41787.0,617.0714285714286
7,2024-04,17,0,0.0,2856.3529411764707,48558.0,618.0
7,2024-05,13,0,0.0,2332.846153846154,30327.0,618.4615384615385
7,2024-06,17,0,0.0,2740.8823529411766,46595.0,616.2941176470588
7,2024-07,17,0,0.0,2267.705882352941,38551.0,618.2352941176471
7,2024-08,16,0,0.0,3125.9375,50015.0,616.625
7,2024-09,14,0,0.0,2408.5,33719.0,618.6428571428571
7,2024-10,15,0,0.0,2631.4666666666667,39472.0,618.4
7,2024-11,17,0,0.0,2478.5882352941176,42136.0,617.8235294117648
7,2024-12,17,0,0.0,3014.470588235294,51246.0,617.7058823529412
7,2025-01,12,0,0.0,2870.0833333333335,34441.0,617.3333333333334
7,2025-02,14,0,0.0,2490.4285714285716,34866.0,617.2142857142857
7,2025-03,12,0,0.0,2791.4166666666665,33497.0,617.6666666666666
7,2025-04,12,0,0.0,2534.1666666666665,30410.0,617.6666666666666
7,2025-05,15,0,0.0,3168.266666666667,47524.0,616.6666666666666
7,2025-06,15,0,0.0,3334.6666666666665,50020.0,617.4666666666667
7,2025-07,12,0,0.0,2793.6666666666665,33524.0,618.3333333333334
7,2025-08,19,0,0.0,2914.5789473684213,55377.0,617.3157894736842
7,2025-09,8,0,0.0,2155.375,17243.0,618.625
8,2024-01,2,0,0.0,3890.5,7781.0,626.0
8,2024-02,14,0,0.0,2598.0,36372.0,626.6428571428571
8,2024-03,12,0,0.0,2673.3333333333335,32080.0,625.5
8,2024-04,8,0,0.0,1820.5,14564.0,626.5
8,2024-05,21,0,0.0,2106.809523809524,44243.0,626.2857142857143
8,2024-06,19,0,0.0,2075.684210526316,39438.0,625.1578947368421
8,2024-07,16,0,0.0,3194.5,51112.0,626.375
8,2024-08,17,0,0.0,2139.764705882353,36376.0,626.5294117647059
8,2024-09,14,0,0.0,3229.714285714286,45216.0,625.7142857142857
8,2024-10,11,0,0.0,3465.181818181818,38117.0,625.2727272727273
8,2024-11,13,0,0.0,3098.846153846154,40285.0,626.6153846153846
8,2024-12,17,0,0.0,2664.529411764706,45297.0,626.0
8,2025-01,15,1,0.06666666666666667,2831.3333333333335,42470.0,626.6666666666666
8,2025-02,11,0,0.0,3086.7272727272725,33954.0,628.0909090909091
8,2025-03,15,0,0.0,2297.3333333333335,34460.0,626.6
8,2025-04,12,0,0.0,3182.0,38184.0,626.1666666666666
8,2025-05,15,0,0.0,2288.6666666666665,34330.0,627.1333333333333
8,2025-06,21,0,0.0,2549.904761904762,53548.0,626.1428571428571
8,2025-07,9,1,0.1111111111111111,2779.8888888888887,25019.0,626.4444444444445
8,2025-08,14,1,0.07142857142857142,3235.6428571428573,45299.0,625.7142857142857
8,2025-09,12,1,0.08333333333333333,2921.1666666666665,35054.0,626.3333333333334
9,2024-02,9,0,0.0,2347.0,21123.0,638.6666666666666
9,2024-03,22,0,0.0,3142.090909090909,69126.0,637.0909090909091
9,2024-04,15,0,0.0,2867.4,43011.0,639.6666666666666
9,2024-05,25,0,0.0,2559.04,63976.0,637.56
9,2024-06,12,0,0.0,3072.6666666666665,36872.0,638.25
9,2024-07,17,0,0.0,2807.6470588235293,47730.0,639.0588235294117
9,2024-08,14,0,0.0,2074.6428571428573,29045.0,639.2142857142857
9,2024-09,14,0,0.0,3108.6428571428573,43521.0,637.6428571428571
9,2024-10,16,0,0.0,2271.3125,36341.0,635.75
9,2024-11,17,0,0.0,2388.4117647058824,40603.0,638.4705882352941
9,2024-12,18,0,0.0,2875.5,51759.0,638.4444444444445
9,2025-01,15,0,0.0,2751.4,41271.0,639.0666666666667
9,2025-02,15,0,0.0,3272.133333333333,49082.0,636.6666666666666
9,2025-03,17,0,0.0,2850.5882352941176,48460.0,637.9411764705883
9,2025-04,9,0,0.0,1775.4444444444443,15979.0,636.8888888888889
9,2025-05,12,0,0.0,2091.0833333333335,25093.0,637.0833333333334
9,2025-06,11,0,0.0,3538.818181818182,38927.0,640.0909090909091
9,2025-07,14,0,0.0,2650.3571428571427,37105.0,636.7857142857143
9,2025-08,6,0,0.0,2836.6666666666665,17020.0,638.5
9,2025-09,6,0,0.0,1544.1666666666667,9265.0,636.0
10,2024-01,7,0,0.0,2630.0,18410.0,659.1428571428571
10,2024-02,11,0,0.0,2658.5454545454545,29244.0,662.2727272727273
10,2024-03,10,0,0.0,3391.6,33916.0,659.9
10,2024-04,11,0,0.0,3209.0,35299.0,655.0
10,2024-05,18,0,0.0,2562.722222222222,46129.0,657.3333333333334
10,2024-06,17,0,0.0,3087.294117647059,52484.0,658.1176470588235
10,2024-07,10,0,0.0,2930.8,29308.0,656.8
10,2024-08,14,0,0.0,3003.285714285714,42046.0,654.6428571428571
10,2024-09,18,0,0.0,3129.8888888888887,56338.0,666.2777777777778
10,2024-10,19,0,0.0,2621.5263157894738,49809.0,661.6842105263158
10,2024-11,13,0,0.0,3052.3076923076924,39680.0,663.0
10,2024-12,12,0,0.0,3231.5833333333335,38779.0,660.9166666666666
10,2025-01,17,0,0.0,3028.8823529411766,51491.0,659.2352941176471
10,2025-02,15,0,0.0,2616.3333333333335,39245.0,661.6
10,2025-03,12,0,0.0,3262.3333333333335,39148.0,652.3333333333334
10,2025-04,10,0,0.0,3195.3,31953.0,664.8
10,2025-05,16,0,0.0,2718.3125,43493.0,664.9375
10,2025-06,17,0,0.0,2893.8823529411766,49196.0,659.9411764705883
10,2025-07,11,0,0.0,2103.0,23133.0,657.5454545454545
10,2025-08,17,0,0.0,3089.6470588235293,52524.0,664.8823529411765
10,2025-09,12,0,0.0,2774.9166666666665,33299.0,659.6666666666666
