user_id,bureau_score,delinq_12m,credit_utilization,open_accounts,inquiry_3m
113,622.0,0,0.1,8,2
114,652.0,0,0.32,10,1
115,470.0,1,0.42,0,1
116,384.0,0,0.54,7,1
117,431.0,0,0.52,6,2
118,550.0,1,0.39,5,2
119,709.0,0,0.46,4,0
120,620.0,0,0.37,1,1
121,569.0,0,0.19,1,2
122,646.0,0,0.24,5,0
123,628.0,0,0.21,8,0
124,492.0,0,0.09,4,0
125,638.0,0,0.2,7,0
126,667.0,3,0.37,1,2
127,768.0,1,0.45,6,2
128,594.0,1,0.16,9,2
129,736.0,0,0.58,0,0
130,568.0,1,0.26,1,2
131,786.0,0,0.17,7,2
132,552.0,4,0.26,10,0
133,651.0,0,0.46,7,1
134,623.0,0,0.15,0,1
135,719.0,0,0.2,1,1
136,708.0,1,0.19,2,2
137,517.0,0,0.29,1,0
138,573.0,1,0.2,7,0
139,770.0,1,0.56,2,3
140,608.0,0,0.19,10,1
141,665.0,0,0.19,1,3
142,514.0,2,0.21,0,0
143,580.0,0,0.05,9,4
144,543.0,1,0.17,2,1
145,674.0,0,0.34,8,1
146,659.0,0,0.27,6,0
147,698.0,2,0.31,8,2
148,513.0,0,0.1,10,2
149,644.0,0,0.53,1,3
150,602.0,0,0.04,4,1
151,404.0,0,0.43,1,3
152,637.0,0,0.76,6,1
153,703.0,0,0.22,10,0
154,726.0,2,0.48,3,5
155,597.0,0,0.17,5,0
156,666.0,0,0.44,1,0
157,644.0,0,0.42,1,1
158,539.0,0,0.32,0,2
159,528.0,0,0.53,4,0
160,596.0,3,0.55,7,3
161,581.0,0,0.2,0,5
162,607.0,1,0.33,9,1
163,567.0,0,0.04,6,5
164,617.0,0,0.2,1,0
165,515.0,0,0.52,5,1
166,722.0,3,0.5,6,3
167,454.0,0,0.31,9,1
168,594.0,0,0.66,8,3
169,584.0,0,0.25,9,2
170,589.0,0,0.42,3,0
171,532.0,0,0.31,0,4
172,479.0,5,0.36,4,0
173,619.0,3,0.37,9,0
174,584.0,0,0.21,10,0
175,631.0,1,0.52,5,2
176,468.0,0,0.44,3,2
177,737.0,2,0.59,6,2
178,594.0,0,0.15,2,0
179,357.0,0,0.57,1,2
180,615.0,0,0.71,0,1
181,562.0,3,0.21,10,0
182,509.0,0,0.25,6,1
183,699.0,0,0.56,8,0
184,674.0,0,0.2,5,2
185,627.0,0,0.41,3,1
186,606.0,0,0.03,10,2
187,640.0,0,0.2,10,4
188,474.0,1,0.16,6,1
189,615.0,1,0.12,10,3
190,699.0,0,0.35,2,0
191,683.0,0,0.16,1,0
192,516.0,4,0.36,0,0
193,615.0,0,0.52,3,2
194,510.0,0,0.31,9,2
195,613.0,0,0.45,0,0
196,540.0,0,0.37,8,4
197,530.0,3,0.42,2,0
198,629.0,0,0.27,6,2
199,542.0,0,0.6,9,3
200,536.0,0,0.15,4,1
201,628.0,1,0.2,6,3
202,481.0,0,0.1,0,2
203,574.0,2,0.6,10,0
204,477.0,0,0.25,6,1
205,492.0,0,0.45,5,1
206,694.0,0,0.49,1,3
207,567.0,0,0.26,1,5
208,543.0,0,0.21,8,0
209,668.0,3,0.07,10,1
210,729.0,0,0.5,9,4
211,620.0,3,0.31,4,0
212,682.0,0,0.16,10,1
213,556.0,0,0.16,7,2
214,604.0,0,0.14,0,1
215,601.0,0,0.27,6,0
216,626.0,0,0.48,4,0
217,677.0,3,0.37,7,1
218,482.0,0,0.32,6,5
219,529.0,1,0.05,4,0
220,561.0,0,0.76,4,1
221,522.0,0,0.3,1,0
222,618.0,0,0.56,7,2
223,617.0,0,0.48,5,3
224,605.0,0,0.15,5,2
225,568.0,0,0.56,9,2
226,708.0,0,0.29,1,3
227,617.0,0,0.13,3,2
228,588.0,0,0.22,1,1
229,605.0,1,0.41,5,2
230,660.0,0,0.37,7,0
231,617.0,0,0.48,4,0
232,531.0,0,0.14,8,2
233,741.0,1,0.49,0,2
234,637.0,0,0.37,0,0
235,508.0,4,0.24,10,0
236,455.0,1,0.09,3,1
237,655.0,0,0.2,10,4
238,703.0,0,0.09,2,0
239,636.0,0,0.65,5,0
240,649.0,0,0.28,10,3
241,651.0,0,0.23,0,0
242,600.0,0,0.75,3,3
243,465.0,3,0.19,6,0
244,544.0,0,0.42,4,4
245,664.0,0,0.72,4,4
246,647.0,0,0.22,8,0
247,584.0,0,0.06,3,0
248,556.0,2,0.16,1,1
249,614.0,0,0.07,5,0
250,573.0,1,0.49,3,2
251,594.0,0,0.14,0,0
252,611.0,2,0.38,9,0
253,538.0,0,0.08,1,2
254,664.0,2,0.34,7,3
255,587.0,0,0.49,5,0
256,639.0,0,0.08,5,0
257,605.0,0,0.03,7,1
258,723.0,0,0.29,7,0
259,643.0,0,0.14,2,2
260,633.0,0,0.46,6,1
261,630.0,0,0.26,2,1
262,767.0,0,0.2,2,2
263,596.0,0,0.36,10,0
264,613.0,3,0.28,10,0
265,608.0,0,0.18,2,0
266,443.0,1,0.29,3,5
267,607.0,0,0.19,5,0
268,681.0,0,0.56,4,0
269,641.0,0,0.2,3,0
270,721.0,2,0.06,1,2
271,663.0,0,0.36,9,0
272,640.0,0,0.11,5,1
273,671.0,1,0.51,2,0
274,629.0,0,0.27,6,3
275,578.0,0,0.01,1,4
276,590.0,0,0.31,5,0
277,409.0,0,0.2,8,0
278,728.0,0,0.1,8,0
279,584.0,0,0.49,7,0
280,517.0,3,0.48,3,3
281,571.0,1,0.77,10,5
282,741.0,0,0.22,6,0
283,606.0,0,0.04,7,2
284,621.0,5,0.58,2,2
285,767.0,0,0.41,1,2
286,667.0,0,0.31,10,0
287,577.0,0,0.23,9,3
288,464.0,0,0.08,8,1
289,651.0,0,0.74,2,3
290,546.0,0,0.07,2,0
291,653.0,0,0.27,5,4
292,596.0,4,0.25,1,0
293,633.0,0,0.55,5,0
294,672.0,0,0.46,1,0
295,462.0,2,0.38,7,0
296,610.0,2,0.23,1,1
297,599.0,0,0.73,0,2
298,623.0,0,0.38,7,0
299,640.0,0,0.31,6,0
300,612.0,0,0.13,0,1
301,548.0,2,0.76,7,2
302,510.0,0,0.44,2,2
303,473.0,0,0.22,10,2
304,610.0,0,0.46,4,2
305,642.0,1,0.52,1,0
306,573.0,3,0.18,0,0
307,666.0,0,0.73,1,3
308,591.0,0,0.7,2,2
309,593.0,0,0.39,4,5
310,485.0,0,0.74,8,5
311,565.0,0,0.46,4,0
312,674.0,0,0.13,9,1
313,712.0,0,0.31,3,2
314,585.0,0,0.25,5,1
315,669.0,1,0.31,10,0
316,713.0,0,0.2,7,2
317,525.0,0,0.4,10,1
318,625.0,0,0.46,9,1
319,615.0,0,0.53,0,2
320,686.0,0,0.59,0,0
321,533.0,0,0.25,0,0
322,625.0,2,0.15,8,0
323,579.0,0,0.02,8,1
324,634.0,4,0.01,9,0
325,698.0,4,0.11,8,0
326,718.0,0,0.59,7,2
327,698.0,2,0.52,0,0
328,521.0,1,0.31,4,0
329,562.0,0,0.07,10,2
330,681.0,1,0.32,5,2
331,648.0,0,0.56,0,2
332,579.0,0,0.12,1,1
333,527.0,0,0.46,4,2
334,300.0,1,0.22,8,2
335,472.0,2,0.17,8,1
336,576.0,0,0.05,7,0
337,577.0,0,0.32,7,0
338,633.0,0,0.38,6,3
339,648.0,2,0.23,6,1
340,781.0,0,0.49,9,2
341,538.0,0,0.77,7,1
342,444.0,1,0.32,0,1
343,526.0,0,0.24,10,5
344,734.0,0,0.66,5,0
345,601.0,0,0.1,1,0
346,681.0,1,0.72,3,0
347,555.0,0,0.14,8,3
348,560.0,0,0.11,6,0
349,463.0,0,0.22,9,3
350,574.0,0,0.31,0,0
351,601.0,0,0.15,5,5
352,669.0,0,0.11,3,0
353,645.0,0,0.37,8,0
354,759.0,0,0.85,0,4
355,588.0,0,0.14,0,4
356,619.0,0,0.27,4,1
357,599.0,0,0.21,9,1
358,544.0,3,0.41,10,0
359,633.0,3,0.23,4,4
360,578.0,0,0.27,0,3
361,733.0,0,0.32,2,3
362,537.0,0,0.16,10,3
363,573.0,0,0.22,6,1
364,500.0,3,0.36,7,0
365,627.0,0,0.45,1,6
366,494.0,0,0.15,9,0
367,599.0,0,0.35,7,5
368,506.0,0,0.51,8,0
369,521.0,0,0.61,4,1
370,539.0,1,0.32,4,1
371,658.0,1,0.39,0,0
372,592.0,0,0.44,4,0
373,590.0,0,0.45,8,2
374,645.0,0,0.67,0,0
375,547.0,0,0.12,9,2
376,443.0,0,0.15,5,1
377,512.0,2,0.25,8,0
378,577.0,1,0.29,5,0
379,596.0,0,0.34,7,0
380,645.0,3,0.26,8,0
381,588.0,0,0.12,6,0
382,681.0,2,0.29,6,0
383,629.0,1,0.14,2,2
384,487.0,1,0.2,3,0
385,396.0,0,0.41,8,3
386,519.0,0,0.27,2,0
387,611.0,0,0.28,6,2
388,630.0,1,0.24,8,0
389,592.0,2,0.79,6,2
390,610.0,0,0.32,5,2
391,706.0,1,0.42,3,0
392,601.0,0,0.14,1,0
393,628.0,1,0.12,1,3
394,728.0,0,0.84,8,0
395,455.0,0,0.24,1,0
396,737.0,0,0.29,4,2
397,395.0,2,0.05,10,0
398,534.0,0,0.52,3,2
399,555.0,0,0.27,3,1
400,469.0,0,0.27,1,0
401,587.0,0,0.4,5,0
402,596.0,0,0.45,2,0
403,659.0,0,0.65,6,0
404,657.0,2,0.2,0,2
405,614.0,0,0.89,4,1
406,689.0,0,0.43,7,4
407,652.0,0,0.26,5,0
408,574.0,0,0.49,6,1
409,610.0,0,0.15,3,0
410,549.0,0,0.22,10,1
411,502.0,0,0.56,8,0
412,634.0,0,0.2,1,0
413,480.0,0,0.41,9,2
414,585.0,0,0.69,3,3
415,416.0,0,0.52,3,1
416,606.0,0,0.4,7,0
417,542.0,1,0.34,5,0
418,645.0,0,0.11,6,1
419,582.0,0,0.17,7,1
420,590.0,0,0.27,5,3
421,604.0,0,0.52,1,4
422,551.0,0,0.14,1,0
423,555.0,0,0.79,6,4
424,555.0,3,0.18,0,1
425,590.0,0,0.1,9,0
426,555.0,0,0.36,7,0
427,636.0,3,0.42,6,2
428,458.0,0,0.73,7,2
429,480.0,2,0.37,4,3
430,751.0,0,0.33,0,0
431,565.0,2,0.08,9,1
432,519.0,1,0.51,9,1
433,598.0,0,0.32,6,2
434,661.0,1,0.4,8,3
435,651.0,0,0.31,0,2
436,540.0,1,0.49,2,0
437,559.0,0,0.2,2,1
438,573.0,0,0.43,6,1
439,625.0,0,0.14,7,5
440,604.0,0,0.31,2,1
441,527.0,0,0.23,4,0
442,559.0,0,0.29,9,2
443,579.0,0,0.58,4,0
444,719.0,0,0.27,1,1
445,586.0,2,0.54,10,2
446,850.0,1,0.23,9,5
447,578.0,0,0.3,10,3
448,465.0,1,0.38,7,0
449,628.0,0,0.14,7,0
450,684.0,1,0.24,2,5
451,638.0,0,0.27,7,0
452,616.0,0,0.57,9,0
453,570.0,0,0.2,7,3
454,577.0,5,0.42,9,1
455,414.0,0,0.56,0,0
456,669.0,0,0.45,6,1
457,570.0,1,0.47,1,0
458,692.0,0,0.2,5,1
459,557.0,0,0.55,1,1
460,596.0,0,0.22,6,6
461,700.0,0,0.2,5,0
462,707.0,1,0.2,7,0
463,667.0,3,0.52,7,3
464,450.0,0,0.23,1,0
465,498.0,1,0.45,10,5
466,656.0,0,0.4,4,0
467,544.0,0,0.24,0,1
468,606.0,0,0.19,10,0
469,617.0,0,0.55,9,0
470,620.0,0,0.31,8,1
471,516.0,3,0.32,8,5
472,682.0,0,0.59,0,0
473,558.0,2,0.33,3,4
474,647.0,0,0.33,9,0
475,583.0,0,0.46,1,0
476,754.0,0,0.4,0,3
477,716.0,0,0.51,1,2
478,771.0,1,0.23,7,0
479,732.0,1,0.6,8,0
480,589.0,0,0.48,3,3
481,557.0,0,0.4,9,0
482,509.0,0,0.57,2,1
483,621.0,0,0.1,3,3
484,602.0,2,0.07,5,1
485,597.0,0,0.04,4,4
486,534.0,0,0.53,0,0
487,629.0,1,0.2,6,1
488,569.0,0,0.05,10,0
489,561.0,0,0.37,4,1
490,613.0,0,0.74,10,2
491,594.0,0,0.44,9,3
492,486.0,0,0.27,1,0
493,537.0,2,0.04,10,0
494,643.0,0,0.43,10,1
495,596.0,1,0.15,7,0
496,445.0,0,0.07,10,0
497,656.0,1,0.25,3,3
498,596.0,1,0.41,1,3
499,515.0,0,0.66,1,0
500,546.0,0,0.33,0,4
501,613.0,0,0.48,9,2
502,423.0,0,0.2,5,0
503,634.0,2,0.59,5,1
504,679.0,0,0.55,3,1
505,671.0,2,0.78,5,0
506,692.0,0,0.14,5,0
507,538.0,1,0.18,4,1
508,683.0,0,0.33,5,0
509,622.0,0,0.48,2,3
510,533.0,0,0.46,8,2
511,637.0,1,0.86,0,1
512,635.0,0,0.32,6,1
513,723.0,0,0.32,1,1
514,696.0,1,0.07,5,4
515,545.0,2,0.33,6,1
516,627.0,0,0.33,5,0
517,626.0,0,0.12,10,2
518,620.0,4,0.42,10,0
519,576.0,0,0.6,10,3
520,740.0,1,0.54,3,1
521,550.0,0,0.16,10,0
522,733.0,0,0.49,2,0
523,486.0,1,0.23,3,0
524,569.0,1,0.44,3,1
525,661.0,0,0.16,2,0
526,516.0,0,0.07,8,5
527,541.0,1,0.51,8,1
528,643.0,0,0.23,3,2
529,462.0,0,0.3,7,0
530,688.0,0,0.21,7,1
531,718.0,0,0.29,10,0
532,722.0,0,0.31,4,2
533,626.0,1,0.12,2,1
534,566.0,2,0.3,4,0
535,571.0,0,0.32,0,2
536,623.0,0,0.32,8,2
537,610.0,0,0.66,10,1
538,570.0,0,0.53,2,3
539,727.0,4,0.23,9,0
540,580.0,0,0.45,6,1
541,715.0,0,0.07,7,3
542,608.0,0,0.17,6,2
543,603.0,1,0.41,1,1
544,641.0,1,0.63,8,0
545,640.0,0,0.12,2,0
546,588.0,1,0.21,10,2
547,645.0,0,0.14,9,1
548,655.0,3,0.29,1,1
549,732.0,1,0.38,4,0
550,606.0,1,0.54,2,0
551,538.0,0,0.41,9,1
552,546.0,4,0.17,1,0
553,789.0,1,0.45,2,0
554,450.0,1,0.8,10,4
555,505.0,1,0.64,7,1
556,602.0,2,0.25,6,0
557,551.0,0,0.25,1,2
558,666.0,0,0.48,10,3
559,659.0,0,0.13,1,0
560,557.0,0,0.41,10,4
561,720.0,0,0.09,6,1
562,512.0,0,0.07,9,0
563,541.0,0,0.27,5,2
564,726.0,1,0.06,2,1
565,496.0,2,0.28,1,4
566,628.0,2,0.01,5,3
567,725.0,0,0.31,6,1
568,392.0,1,0.43,2,1
569,573.0,3,0.82,3,0
570,676.0,1,0.28,4,2
571,578.0,0,0.21,1,3
572,605.0,3,0.35,4,6
573,615.0,0,0.29,3,0
574,625.0,0,0.77,10,1
575,536.0,0,0.34,3,5
576,661.0,1,0.37,7,2
577,620.0,2,0.08,8,0
578,508.0,1,0.23,8,0
579,563.0,0,0.12,4,5
580,487.0,0,0.24,8,1
581,617.0,4,0.44,5,3
582,639.0,2,0.29,6,0
583,617.0,2,0.65,5,1
584,644.0,1,0.1,3,4
585,611.0,0,0.35,3,1
586,661.0,0,0.42,9,0
587,590.0,0,0.04,1,0
588,656.0,0,0.61,3,0
589,497.0,0,0.23,5,0
590,488.0,0,0.49,5,0
591,607.0,0,0.49,1,1
592,655.0,1,0.48,1,3
593,578.0,0,0.3,7,5
594,651.0,2,0.24,6,0
595,625.0,0,0.59,2,0
596,436.0,3,0.56,5,0
597,786.0,0,0.41,7,0
598,499.0,0,0.25,9,2
599,524.0,1,0.27,0,1
600,692.0,0,0.59,3,3
601,602.0,0,0.12,8,0
602,539.0,1,0.32,3,1
603,562.0,0,0.59,1,6
604,530.0,0,0.24,1,0
605,536.0,0,0.08,6,5
606,663.0,0,0.28,5,2
607,560.0,0,0.09,2,0
608,515.0,3,0.13,8,1
609,539.0,0,0.27,2,0
610,588.0,0,0.24,7,2
611,540.0,0,0.26,9,1
612,575.0,0,0.34,0,0
613,628.0,4,0.17,5,1
614,562.0,1,0.07,3,4
615,531.0,1,0.46,8,5
616,544.0,0,0.64,3,2
617,711.0,0,0.48,8,0
618,774.0,0,0.11,6,0
619,604.0,0,0.55,8,1
620,658.0,0,0.53,8,0
621,525.0,0,0.49,7,3
622,553.0,1,0.27,10,2
623,636.0,1,0.08,9,0
624,411.0,0,0.38,2,3
625,662.0,0,0.04,1,2
626,555.0,1,0.75,2,3
627,514.0,0,0.73,4,1
628,631.0,0,0.2,4,4
629,715.0,2,0.29,8,3
630,575.0,1,0.4,7,4
631,623.0,3,0.2,1,4
632,636.0,2,0.1,7,1
633,619.0,1,0.19,6,3
634,520.0,0,0.4,9,0
635,618.0,0,0.24,4,0
636,615.0,0,0.36,3,1
637,382.0,0,0.53,3,0
638,669.0,1,0.6,9,0
639,480.0,0,0.29,2,1
640,610.0,0,0.32,7,0
641,721.0,0,0.58,5,0
642,580.0,1,0.2,0,0
643,516.0,0,0.37,5,1
644,645.0,0,0.48,10,1
645,712.0,0,0.23,3,0
646,511.0,0,0.07,2,2
647,411.0,0,0.51,5,0
648,695.0,0,0.61,0,2
649,668.0,1,0.76,4,0
650,631.0,0,0.18,4,0
651,456.0,0,0.18,4,0
652,648.0,0,0.67,5,3
653,683.0,1,0.48,5,2
654,773.0,0,0.61,5,2
655,577.0,0,0.34,3,0
656,613.0,0,0.28,8,0
657,428.0,1,0.3,3,2
658,677.0,0,0.4,1,2
659,676.0,0,0.39,7,1
660,632.0,0,0.2,8,4
661,695.0,0,0.42,0,5
662,537.0,0,0.53,5,0
663,583.0,0,0.47,1,0
664,586.0,0,0.36,0,5
665,688.0,4,0.47,8,3
666,690.0,1,0.29,10,0
667,625.0,5,0.1,0,3
668,621.0,0,0.23,9,1
669,644.0,0,0.36,2,1
670,573.0,1,0.33,3,2
671,709.0,0,0.19,4,0
672,564.0,0,0.16,5,1
673,634.0,0,0.15,1,1
674,552.0,3,0.18,2,0
675,676.0,1,0.38,5,0
676,592.0,0,0.16,5,1
677,765.0,1,0.21,4,0
678,590.0,1,0.24,2,1
679,675.0,0,0.32,2,4
680,550.0,0,0.15,4,2
681,575.0,1,0.25,4,1
682,597.0,0,0.23,3,1
683,628.0,0,0.28,2,1
684,540.0,0,0.53,4,4
685,554.0,0,0.07,9,4
686,607.0,1,0.2,0,2
687,632.0,0,0.41,1,1
688,597.0,1,0.26,5,0
689,586.0,0,0.33,8,0
690,494.0,0,0.35,2,0
691,640.0,0,0.16,3,0
692,667.0,0,0.45,1,0
693,677.0,0,0.12,9,2
694,612.0,0,0.23,3,0
695,552.0,0,0.14,3,3
696,574.0,0,0.29,8,0
697,612.0,0,0.73,1,3
698,598.0,1,0.23,3,0
699,532.0,0,0.2,4,0
700,465.0,0,0.45,8,2
701,556.0,2,0.55,2,1
702,578.0,0,0.49,10,0
703,625.0,0,0.36,4,4
704,567.0,0,0.29,10,2
705,580.0,0,0.51,1,1
706,609.0,0,0.14,2,2
707,725.0,0,0.79,0,1
708,587.0,0,0.13,10,0
709,476.0,0,0.55,7,3
710,545.0,0,0.36,9,3
711,745.0,0,0.19,0,1
712,715.0,0,0.36,0,1
713,675.0,0,0.55,5,3
714,656.0,1,0.39,10,0
715,657.0,1,0.21,3,4
716,581.0,5,0.03,10,4
717,669.0,0,0.46,9,1
718,672.0,0,0.33,8,1
719,668.0,0,0.05,10,2
720,552.0,0,0.34,6,2
721,574.0,1,0.11,6,3
722,549.0,0,0.08,10,2
723,680.0,0,0.5,4,3
724,624.0,0,0.13,2,0
725,631.0,0,0.36,5,1
726,646.0,1,0.29,8,3
727,487.0,0,0.17,1,2
728,671.0,0,0.04,9,2
729,557.0,0,0.14,9,1
730,564.0,0,0.3,5,1
731,533.0,0,0.55,9,0
732,606.0,0,0.15,3,2
733,595.0,0,0.27,9,1
734,489.0,5,0.66,4,5
735,457.0,4,0.14,9,1
736,584.0,0,0.07,10,1
737,665.0,0,0.25,1,1
738,657.0,0,0.48,8,3
739,680.0,1,0.2,3,1
740,584.0,0,0.17,6,1
741,572.0,1,0.11,7,0
742,591.0,0,0.25,1,6
743,664.0,2,0.63,8,2
744,729.0,0,0.3,7,0
745,563.0,0,0.46,5,0
746,579.0,0,0.06,2,1
747,602.0,0,0.24,3,2
748,579.0,0,0.39,10,0
749,554.0,2,0.29,9,0
750,590.0,0,0.12,5,1
751,537.0,0,0.38,8,0
752,658.0,0,0.3,6,1
753,718.0,0,0.46,6,4
754,577.0,0,0.1,10,1
755,733.0,3,0.36,0,0
756,591.0,0,0.35,8,1
757,544.0,0,0.41,1,0
758,655.0,0,0.11,5,3
759,526.0,0,0.09,5,1
760,650.0,1,0.12,6,0
761,620.0,0,0.38,8,1
762,568.0,2,0.02,9,0
763,559.0,0,0.26,2,0
764,530.0,0,0.48,10,0
765,683.0,0,0.27,4,1
766,582.0,0,0.16,5,1
767,625.0,1,0.23,5,0
768,599.0,0,0.17,3,3
769,583.0,1,0.15,4,0
770,626.0,0,0.44,8,3
771,641.0,0,0.35,0,0
772,611.0,0,0.42,1,1
773,585.0,0,0.17,5,1
774,513.0,0,0.04,4,2
775,552.0,2,0.3,7,0
776,576.0,0,0.4,0,2
777,601.0,0,0.35,3,1
778,461.0,0,0.11,9,2
779,650.0,1,0.13,2,1
780,626.0,0,0.32,0,2
781,553.0,1,0.38,2,3
782,527.0,0,0.11,6,1
783,545.0,0,0.17,6,0
784,494.0,4,0.5,10,0
785,573.0,1,0.33,10,0
786,586.0,1,0.27,3,1
787,673.0,1,0.24,1,2
788,638.0,0,0.63,8,1
789,700.0,0,0.69,9,0
790,609.0,0,0.47,1,1
791,527.0,1,0.65,9,2
792,739.0,0,0.31,1,2
793,575.0,3,0.25,7,1
794,476.0,0,0.43,2,0
795,618.0,0,0.33,8,1
796,473.0,0,0.43,8,0
797,593.0,1,0.67,9,2
798,562.0,0,0.15,6,0
799,642.0,0,0.77,5,0
800,676.0,0,0.29,9,0
801,574.0,0,0.11,10,0
802,568.0,0,0.11,3,3
803,661.0,0,0.19,2,0
804,539.0,0,0.21,1,0
805,605.0,1,0.19,7,1
806,643.0,0,0.39,6,3
807,537.0,0,0.32,5,4
808,576.0,0,0.4,0,0
809,608.0,0,0.45,2,0
810,706.0,0,0.55,5,2
811,503.0,0,0.31,3,1
812,588.0,0,0.59,10,1
813,708.0,0,0.22,5,2
814,678.0,1,0.4,7,6
815,578.0,2,0.6,9,0
816,594.0,1,0.32,5,1
817,637.0,0,0.28,0,1
818,638.0,0,0.47,2,1
819,710.0,0,0.42,2,1
820,691.0,1,0.44,5,5
821,489.0,1,0.41,0,0
822,472.0,3,0.38,6,3
823,557.0,4,0.29,8,2
824,452.0,1,0.06,5,4
825,705.0,0,0.17,8,2
826,480.0,3,0.23,6,2
827,576.0,0,0.28,9,0
828,530.0,0,0.5,10,1
829,473.0,1,0.77,7,0
830,694.0,0,0.45,2,0
831,554.0,0,0.43,8,0
832,753.0,0,0.34,4,3
833,712.0,1,0.42,9,4
834,600.0,0,0.1,1,2
835,432.0,0,0.47,6,0
836,573.0,0,0.55,4,0
837,783.0,0,0.13,6,0
838,634.0,0,0.45,1,3
839,587.0,1,0.15,10,0
840,551.0,0,0.49,3,1
841,671.0,0,0.45,3,1
842,630.0,1,0.13,4,0
843,623.0,0,0.42,3,1
844,691.0,0,0.41,7,0
845,687.0,0,0.08,4,0
846,635.0,0,0.12,10,0
847,473.0,1,0.39,2,1
848,521.0,2,0.3,5,3
849,551.0,2,0.06,8,0
850,597.0,2,0.32,8,1
851,720.0,0,0.58,8,0
852,764.0,0,0.48,4,0
853,631.0,1,0.05,10,1
854,644.0,1,0.05,3,0
855,479.0,0,0.61,9,2
856,566.0,0,0.07,1,4
857,556.0,0,0.09,5,1
858,549.0,1,0.57,4,2
859,646.0,0,0.31,8,0
860,564.0,0,0.46,8,1
861,448.0,0,0.11,0,1
862,667.0,2,0.06,6,3
863,696.0,0,0.2,10,2
864,623.0,1,0.53,2,0
865,587.0,2,0.46,8,2
866,528.0,3,0.2,8,3
867,533.0,0,0.24,0,1
868,686.0,0,0.39,0,1
869,540.0,0,0.19,4,2
870,761.0,0,0.44,1,1
