feature,bin,woe,coef,points
requested_amount,"(2815.0, 3269.4]",-0.0021857932199803192,-1.0376315926349655,-0.1636050873197443
requested_amount,"(3269.4, 3642.8]",-0.20724246062538565,-1.0376315926349655,-15.511952620696746
requested_amount,"(3642.8, 4127.4]",-0.7670606982021517,-1.0376315926349655,-57.413954513975945
requested_amount,"(4127.4, 4558.6]",-0.37870183875646823,-1.0376315926349655,-28.34556664900698
requested_amount,"(4558.6, inf]",-0.5218026823971416,-1.0376315926349655,-39.05656428837757
city_tier,1,-0.6640659712591037,-1.1984579092459577,-57.40881142109356
city_tier,2,0.8532131951950115,-1.1984579092459577,73.7606767172044
city_tier,3,0.29896417740755604,-1.1984579092459577,25.845591891887583
city_tier,4,-0.24013592342882353,-1.1984579092459577,-20.759862032106046
city_tier,5,-0.45258579651460173,-1.1984579092459577,-39.12625216242926
apply_hour,"(-inf, 2.0]",-0.35432915977468327,-1.273207384822702,-32.5424755041714
apply_hour,"(12.0, 14.0]",-0.41924793315081804,-1.273207384822702,-38.50477788339734
apply_hour,"(14.0, 16.0]",-0.6281259073062055,-1.273207384822702,-57.68865301700218
apply_hour,"(16.0, 19.0]",0.41786452301320254,-1.273207384822702,38.3777220392094
apply_hour,"(19.0, 21.0]",0.10333100906784295,-1.273207384822702,9.490178097534756
apply_hour,"(2.0, 4.0]",1.9865574558294694,-1.273207384822702,182.45040116108055
apply_hour,"(21.0, inf]",0.4296250407732998,-1.273207384822702,39.45783737989349
apply_hour,"(4.0, 7.0]",0.42155456410065645,-1.273207384822702,38.71662463411357
apply_hour,"(7.0, 9.0]",-0.4386619212434551,-1.273207384822702,-40.287807065485154
apply_hour,"(9.0, 12.0]",0.24131800223630753,-1.273207384822702,22.163248380360137
open_accounts,"(-inf, 1.0]",0.17870400352815174,-1.027898756935156,13.250405414441195
open_accounts,"(1.0, 2.0]",-0.042369771039013654,-1.027898756935156,-3.1416008175526895
open_accounts,"(2.0, 3.0]",0.21349011961356715,-1.027898756935156,15.829699284894167
open_accounts,"(3.0, 4.0]",-0.07478001518976825,-1.027898756935156,-5.544730384321838
open_accounts,"(4.0, 5.0]",-0.3742965452885519,-1.027898756935156,-27.75304902174038
open_accounts,"(5.0, 6.0]",-0.6046085860813742,-1.027898756935156,-44.83004703007805
open_accounts,"(6.0, 7.0]",-0.16328984049573875,-1.027898756935156,-12.107488046775229
open_accounts,"(7.0, 8.0]",0.5589917629541744,-1.027898756935156,41.447686320632414
open_accounts,"(8.0, 9.0]",-0.19462399666617422,-1.027898756935156,-14.430828679220982
open_accounts,"(9.0, inf]",2.0643168205286035,-1.027898756935156,153.0633574840154
emulator_rate,0.0,0.05065602974652129,-0.9777346892301398,3.5727013606141607
emulator_rate,0.3333333333333333,-0.05388508849497936,-0.9777346892301398,-3.8004425128885644
emulator_rate,0.5,-0.6184148912328312,-0.9777346892301398,-43.61596703072297
emulator_rate,0.6666666666666666,-2.039800572163992,-0.9777346892301398,-143.86437934473733
emulator_rate,1.0,-2.3762728087852047,-0.9777346892301398,-167.5953117451008
login_30d,"(-inf, 7.0]",-0.28198786848798346,-1.0914808168488066,-22.201947701069816
login_30d,"(11.0, 14.0]",-0.2205169918340817,-1.0914808168488066,-17.362118257602113
login_30d,"(14.0, 17.0]",-0.16131433609981188,-1.0914808168488066,-12.700874235210026
login_30d,"(17.0, 19.0]",0.12833231127326028,-1.0914808168488066,10.104077450295538
login_30d,"(19.0, 21.0]",0.024342597749212658,-1.0914808168488066,1.9165827417828436
login_30d,"(21.0, 24.0]",0.08573691163733364,-1.0914808168488066,6.750384115565035
login_30d,"(24.0, 27.0]",-0.18406980898748398,-1.0914808168488066,-14.492496767321677
login_30d,"(27.0, 32.0]",-0.1310957517818155,-1.0914808168488066,-10.321653340971045
login_30d,"(32.0, inf]",0.5130066497123509,-1.0914808168488066,40.390910673875375
login_30d,"(7.0, 11.0]",0.6815076508876734,-1.0914808168488066,53.65761762737623
night_ratio,"(-inf, 0.08]",0.2750480126130005,-1.0681595571961366,21.192841260859158
night_ratio,"(0.08, 0.13]",0.6933654973384569,-1.0681595571961366,53.42479947864939
night_ratio,"(0.13, 0.18]",0.39164579270808336,-1.0681595571961366,30.17686634596482
night_ratio,"(0.18, 0.22]",0.6115202492342134,-1.0681595571961366,47.118506498923715
night_ratio,"(0.22, 0.25]",-0.21066712150674988,-1.0681595571961366,-16.232201871083987
night_ratio,"(0.25, 0.29]",-0.2430404665011648,-1.0681595571961366,-18.72661422851847
night_ratio,"(0.29, 0.34]",-0.5577616127845855,-1.0681595571961366,-42.97632696505366
night_ratio,"(0.34, 0.4]",-0.441250680085655,-1.0681595571961366,-33.998993595561906
night_ratio,"(0.4, 0.48]",0.1670780778491025,-1.0681595571961366,12.87360395149474
night_ratio,"(0.48, inf]",-0.02431058950061624,-1.0681595571961366,-1.873165558805122
ip_risk_level_mean,"(-inf, 1.0]",-0.11631531949754197,-0.8089612535678152,-6.787489678156091
ip_risk_level_mean,"(1.0, 1.333]",-0.34851475019439904,-0.8089612535678152,-20.33730621080933
ip_risk_level_mean,"(1.333, 1.5]",1.0204447533000747,-0.8089612535678152,59.547257060143004
ip_risk_level_mean,"(1.5, 1.667]",1.8135104167505391,-0.8089612535678152,105.82598481520708
ip_risk_level_mean,"(1.667, 2.0]",0.34508129698488804,-0.8089612535678152,20.136949728785652
ip_risk_level_mean,"(2.0, 2.5]",-0.6868197479242815,-0.8089612535678152,-40.07883028587944
ip_risk_level_mean,"(2.5, 3.0]",-0.16226000269849183,-0.8089612535678152,-9.468555803750913
ip_risk_level_mean,"(3.0, inf]",-0.035665659336622094,-0.8089612535678152,-2.081241711390129
residence_years,"(-inf, 1.0]",-0.08451583617984981,-1.0648303154955772,-6.491768777812909
residence_years,"(1.0, 2.0]",0.6029548863752905,-1.0648303154955772,46.31373104410072
residence_years,"(2.0, 3.0]",-0.744264736337947,-1.0648303154955772,-57.16792019313637
residence_years,"(3.0, 4.0]",0.19979127525540516,-1.0648303154955772,15.34622174266192
residence_years,"(4.0, 5.0]",0.5723848202906124,-1.0648303154955772,43.965605420378786
residence_years,"(5.0, 6.0]",-0.32365281246979694,-1.0648303154955772,-24.86018381657687
residence_years,"(6.0, 7.0]",0.46480454789447323,-1.0648303154955772,35.70222798702183
residence_years,"(7.0, 8.0]",0.22251952633296132,-1.0648303154955772,17.092007590483295
residence_years,"(8.0, 9.0]",-0.3436035988891456,-1.0648303154955772,-26.392629074461222
residence_years,"(9.0, inf]",0.37711954339536924,-1.0648303154955772,28.967031363298627
requested_term,120,1.2092884893625078,-0.9102223822311764,79.40026883634485
requested_term,14,-0.13820385984425562,-0.9102223822311764,-9.074281052356007
requested_term,180,0.3109991910070099,-0.9102223822311764,20.419791961188523
requested_term,21,0.524031432716899,-0.9102223822311764,34.40720473437324
requested_term,30,-0.5552565831248079,-0.9102223822311764,-36.457406451045706
requested_term,60,-0.16226000269849183,-0.9102223822311764,-10.653775297603298
requested_term,7,-0.20926046499233936,-0.9102223822311764,-13.739762946035539
requested_term,90,0.10299861979536372,-0.9102223822311764,6.7627519599029275
phone_age_months,"(-inf, 12.0]",-0.18550247398897973,-0.9752813202920922,-13.050409986755723
phone_age_months,"(108.0, inf]",1.0470891356426089,-0.9752813202920922,73.66447583672401
phone_age_months,"(12.0, 25.0]",-0.1600233886879949,-0.9752813202920922,-11.257913627461198
phone_age_months,"(25.0, 37.0]",0.5943155237845826,-0.9752813202920922,41.81109329756457
phone_age_months,"(37.0, 49.0]",0.032226204377747925,-0.9752813202920922,2.267167495952519
phone_age_months,"(49.0, 61.0]",0.17653441309113785,-0.9752813202920922,12.41949187021361
phone_age_months,"(61.0, 73.0]",-0.48283671386375776,-0.9752813202920922,-33.96837215742061
phone_age_months,"(73.0, 85.0]",0.2621722982529551,-0.9752813202920922,18.444260638671192
phone_age_months,"(85.0, 96.0]",-0.41009455116433097,-0.9752813202920922,-28.850839080167926
phone_age_months,"(96.0, 108.0]",0.0279889099022328,-0.9752813202920922,1.9690667269925723
android_share,0.0,-0.5320668641846075,-0.886837344287365,-34.03727073055417
android_share,0.3333333333333333,-0.7783292757768395,-0.886837344287365,-49.791118486079284
android_share,0.5,0.0012135923819584576,-0.886837344287365,0.0776356793512441
android_share,0.6666666666666666,0.23542963738068684,-0.886837344287365,15.060855777596945
android_share,1.0,0.1341909820467711,-0.886837344287365,8.58443758290524
ip_risk_level_max,1.0,-0.15034535468254176,-0.9370485683418175,-10.162408743285278
ip_risk_level_max,2.0,0.2799299277850423,-0.9370485683418175,18.921518071753674
ip_risk_level_max,3.0,0.04245655091600765,-0.9370485683418175,2.869798173343059
ip_risk_level_max,4.0,0.3981000352480778,-0.9370485683418175,26.9090806792784
ip_risk_level_max,5.0,-0.858153054885892,-0.9370485683418175,-58.00579689651055
apply_dayofweek,0,0.12689782368718144,-0.77757232130106,7.117697229380916
apply_dayofweek,1,0.3306080351672295,-0.77757232130106,18.543800260292112
apply_dayofweek,2,-0.329959541817655,-0.77757232130106,-18.507426277008392
apply_dayofweek,3,-0.23639460431381534,-0.77757232130106,-13.259370186779707
apply_dayofweek,4,0.06083607300908885,-0.77757232130106,3.412294519491807
apply_dayofweek,5,1.062304523428527,-0.77757232130106,59.58464647750954
apply_dayofweek,6,-0.4792246284809028,-0.77757232130106,-26.879702986854138
app_install_cnt,"(-inf, 34.0]",-0.4785994193882425,-0.7389182873261168,-25.51015665994257
app_install_cnt,"(34.0, 43.0]",0.3168077336415931,-0.7389182873261168,16.886386796308216
app_install_cnt,"(43.0, 49.0]",0.21801501421185676,-0.7389182873261168,11.620568144175856
app_install_cnt,"(49.0, 54.0]",0.19518297216921093,-0.7389182873261168,10.40358177566168
app_install_cnt,"(54.0, 59.0]",-0.010977058631150907,-0.7389182873261168,-0.5850957481393753
app_install_cnt,"(59.0, 64.0]",1.1681872323484455,-0.7389182873261168,62.26635072697221
app_install_cnt,"(64.0, 70.0]",0.21349011961356715,-0.7389182873261168,11.379383626610744
app_install_cnt,"(70.0, 76.2]",0.5768096062709681,-0.7389182873261168,30.744925344332064
app_install_cnt,"(76.2, 86.0]",-0.6037625623422487,-0.7389182873261168,-32.181563384356835
app_install_cnt,"(86.0, inf]",-0.4284858741357544,-0.7389182873261168,-22.83902013451556
