bin,count,bad,good,woe,bad_rate,iv_component,feature,iv,bin_type
"(0.13, 0.18]",266,3,263,0.39164579270808336,0.011278195488721804,0.014603580383122854,night_ratio,0.167372177498292,numeric_binned
"(0.18, 0.22]",236,2,234,0.6115202492342134,0.00847457627118644,0.02864739449954552,night_ratio,0.167372177498292,numeric_binned
"(0.22, 0.25]",189,4,185,-0.21066712150674988,0.021164021164021163,0.004001755364866211,night_ratio,0.167372177498292,numeric_binned
"(0.25, 0.29]",224,5,219,-0.2430404665011648,0.022321428571428572,0.006409145732332996,night_ratio,0.167372177498292,numeric_binned
"(0.29, 0.34]",225,7,218,-0.5577616127845855,0.03111111111111111,0.03974152976099775,night_ratio,0.167372177498292,numeric_binned
"(0.34, 0.4]",252,7,245,-0.441250680085655,0.027777777777777776,0.026237394878455608,night_ratio,0.167372177498292,numeric_binned
"(0.4, 0.48]",213,3,210,0.1670780778491025,0.014084507042253521,0.0023630887769535837,night_ratio,0.167372177498292,numeric_binned
"(0.48, inf]",227,4,223,-0.02431058950061624,0.01762114537444934,5.8387878713270646e-05,night_ratio,0.167372177498292,numeric_binned
"(-inf, 34.0]",243,7,236,-0.4785994193882425,0.02880658436213992,0.03033916261187476,app_install_cnt,0.23545290571518296,numeric_binned
"(34.0, 43.0]",247,3,244,0.3168077336415931,0.012145748987854251,0.009184503680293636,app_install_cnt,0.23545290571518296,numeric_binned
"(43.0, 49.0]",224,3,221,0.21801501421185676,0.013392857142857142,0.004130755121287241,app_install_cnt,0.23545290571518296,numeric_binned
"(49.0, 54.0]",219,3,216,0.19518297216921093,0.0136986301369863,0.003271990144806521,app_install_cnt,0.23545290571518296,numeric_binned
"(54.0, 59.0]",230,4,226,-0.010977058631150907,0.017391304347826087,1.1983688461955167e-05,app_install_cnt,0.23545290571518296,numeric_binned
"(59.0, 64.0]",246,1,245,1.1681872323484455,0.0040650406504065045,0.08629621840128618,app_install_cnt,0.23545290571518296,numeric_binned
"(64.0, 70.0]",223,3,220,0.21349011961356715,0.013452914798206279,0.003951794305316637,app_install_cnt,0.23545290571518296,numeric_binned
"(70.0, 76.2]",228,2,226,0.5768096062709681,0.008771929824561403,0.025006277690592434,app_install_cnt,0.23545290571518296,numeric_binned
"(76.2, 86.0]",244,8,236,-0.6037625623422487,0.03278688524590164,0.05169039501469664,app_install_cnt,0.23545290571518296,numeric_binned
"(86.0, inf]",221,6,215,-0.4284858741357544,0.027149321266968326,0.02156982505656696,app_install_cnt,0.23545290571518296,numeric_binned
"(-inf, 11.0]",239,4,235,0.0279889099022328,0.016736401673640166,7.944450408930711e-05,sms_cnt_7d,0.14177120918325986,numeric_binned
"(11.0, 18.0]",280,4,276,0.18848881740814974,0.014285714285714285,0.003909702544492188,sms_cnt_7d,0.14177120918325986,numeric_binned
"(18.0, 22.0]",201,4,197,-0.14798341921306302,0.01990049751243781,0.002035579783935146,sms_cnt_7d,0.14177120918325986,numeric_binned
"(22.0, 26.0]",234,3,231,0.2621722982529551,0.01282051282051282,0.0061122653716906795,sms_cnt_7d,0.14177120918325986,numeric_binned
"(26.0, 30.0]",249,7,242,-0.4535459169426925,0.028112449799196786,0.027562652157725485,sms_cnt_7d,0.14177120918325986,numeric_binned
"(30.0, 34.0]",231,4,227,-0.006571765163234614,0.017316017316017316,4.304649670241078e-06,sms_cnt_7d,0.14177120918325986,numeric_binned
"(34.0, 38.0]",214,6,208,-0.46150774244070075,0.028037383177570093,0.024642856407374628,sms_cnt_7d,0.14177120918325986,numeric_binned
"(38.0, 42.0]",227,1,226,1.087635230036959,0.004405286343612335,0.07132164063051676,sms_cnt_7d,0.14177120918325986,numeric_binned
"(42.0, 48.0]",218,4,214,-0.06541226518616808,0.01834862385321101,0.00041418246515259344,sms_cnt_7d,0.14177120918325986,numeric_binned
"(48.0, inf]",232,3,229,0.25349545422726627,0.01293103448275862,0.005688580668612839,sms_cnt_7d,0.14177120918325986,numeric_binned
"(-inf, 22.0]",271,5,266,-0.04901845541049153,0.01845018450184502,0.0002865950449764301,age,0.28919622165042086,numeric_binned
"(22.0, 25.0]",206,0,206,2.0938029861830674,0.0,0.1655435209114657,age,0.28919622165042086,numeric_binned
"(25.0, 29.0]",264,3,261,0.384026708231644,0.011363636363636364,0.01398408755593638,age,0.28919622165042086,numeric_binned
"(29.0, 33.0]",210,3,207,0.15272376439741947,0.014285714285714285,0.0019599920273225355,age,0.28919622165042086,numeric_binned
"(33.0, 36.0]",218,6,212,-0.4425047953150855,0.027522935779816515,0.022855233120471056,age,0.28919622165042086,numeric_binned
"(36.0, 40.0]",235,4,231,0.010857869972049086,0.01702127659574468,1.1853569838481412e-05,age,0.28919622165042086,numeric_binned
"(40.0, 44.0]",268,8,260,-0.5071079090808146,0.029850746268656716,0.038100756778827814,age,0.28919622165042086,numeric_binned
"(44.0, 48.0]",241,5,236,-0.16844449108440313,0.02074688796680498,0.003191536815548734,age,0.28919622165042086,numeric_binned
"(48.0, 51.0]",180,1,179,0.8550654930422036,0.005555555555555556,0.0385215094754821,age,0.28919622165042086,numeric_binned
"(51.0, inf]",232,5,227,-0.20724246062538565,0.021551724137931036,0.0047411363505516415,age,0.28919622165042086,numeric_binned
1,243,8,235,-0.6640659712591037,0.03292181069958848,0.06444705819432614,city_tier,0.2509188747587784,numeric_as_categorical
2,572,4,568,0.8532131951950115,0.006993006993006993,0.12170423899059414,city_tier,0.2509188747587784,numeric_as_categorical
3,698,9,689,0.29896417740755604,0.012893982808022923,0.0232867243553195,city_tier,0.2509188747587784,numeric_as_categorical
4,584,13,571,-0.24013592342882353,0.02226027397260274,0.01628385548265657,city_tier,0.2509188747587784,numeric_as_categorical
5,228,6,222,-0.45258579651460173,0.02631578947368421,0.02519699773588204,city_tier,0.2509188747587784,numeric_as_categorical
college,901,18,883,-0.13120601606394092,0.01997780244173141,0.007106412003379897,education,0.1043334831001047,categorical
graduate,245,4,241,-0.014534499423059535,0.0163265306122449,2.2470414187064915e-05,education,0.1043334831001047,categorical
high,821,16,805,-0.10922375402891871,0.0194884287454324,0.00443983746232237,education,0.1043334831001047,categorical
middle,358,2,356,0.9627169322407828,0.00558659217877095,0.09276476322021536,education,0.1043334831001047,categorical
"(-inf, 1.0]",405,8,397,-0.08451583617984981,0.019753086419753086,0.0012937771137672307,residence_years,0.18314820587277636,numeric_binned
"(1.0, 2.0]",234,2,232,0.6029548863752905,0.008547008547008548,0.027719541719582134,residence_years,0.18314820587277636,numeric_binned
"(2.0, 3.0]",213,8,205,-0.744264736337947,0.03755868544600939,0.07379451667669067,residence_years,0.18314820587277636,numeric_binned
"(3.0, 4.0]",220,3,217,0.19979127525540516,0.013636363636363636,0.0034364874855915147,residence_years,0.18314820587277636,numeric_binned
"(4.0, 5.0]",227,2,225,0.5723848202906124,0.00881057268722467,0.024564501385106585,residence_years,0.18314820587277636,numeric_binned
"(5.0, 6.0]",207,5,202,-0.32365281246979694,0.024154589371980676,0.010937612027424238,residence_years,0.18314820587277636,numeric_binned
"(6.0, 7.0]",204,2,202,0.46480454789447323,0.00980392156862745,0.015279237321615994,residence_years,0.18314820587277636,numeric_binned
"(7.0, 8.0]",225,3,222,0.22251952633296132,0.013333333333333334,0.004313272720524894,residence_years,0.18314820587277636,numeric_binned
"(8.0, 9.0]",203,5,198,-0.3436035988891456,0.024630541871921183,0.01221201534140219,residence_years,0.18314820587277636,numeric_binned
"(9.0, inf]",187,2,185,0.37711954339536924,0.0106951871657754,0.009597244081070896,residence_years,0.18314820587277636,numeric_binned
private,1134,20,1114,-0.0015903090578516653,0.01763668430335097,1.2334522748656368e-06,company_type,0.04939754932463724,categorical
self_employed,597,8,589,0.24188198074174208,0.01340033500837521,0.013395498329644751,company_type,0.04939754932463724,categorical
state,352,9,343,-0.409431262683504,0.02556818181818182,0.03111420140710681,company_type,0.04939754932463724,categorical
unemployed,242,3,239,0.22846387261618914,0.012396694214876033,0.00488661613561081,company_type,0.04939754932463724,categorical
"(-inf, 2463.0]",235,10,225,-0.8626997049987103,0.0425531914893617,0.11634516400018997,monthly_income,0.7228800369466996,numeric_binned
"(2463.0, 2864.8]",230,10,220,-0.8851221690545426,0.043478260869565216,0.1213016771710119,monthly_income,0.7228800369466996,numeric_binned
"(2864.8, 3193.2]",233,4,229,0.002181025946360146,0.017167381974248927,4.7620653850655904e-07,monthly_income,0.7228800369466996,numeric_binned
"(3193.2, 3556.0]",233,2,231,0.5986445348741681,0.008583690987124463,0.02725996584082517,monthly_income,0.7228800369466996,numeric_binned
"(3556.0, 3873.0]",232,6,226,-0.37870183875646823,0.02586206896551724,0.017244622788595114,monthly_income,0.7228800369466996,numeric_binned
"(3873.0, 4265.4]",232,0,232,2.2123927988093905,0.0,0.20003852404567196,monthly_income,0.7228800369466996,numeric_binned
"(4265.4, 4684.4]",232,3,229,0.25349545422726627,0.01293103448275862,0.005688580668612839,monthly_income,0.7228800369466996,numeric_binned
"(4684.4, 5251.2]",233,3,230,0.25784328716336957,0.012875536480686695,0.0058987438087107595,monthly_income,0.7228800369466996,numeric_binned
"(5251.2, 6067.0]",234,0,234,2.220958161668314,0.0,0.2027526822503121,monthly_income,0.7228800369466996,numeric_binned
"(6067.0, inf]",231,2,229,0.5899676908484791,0.008658008658008658,0.0263496001662312,monthly_income,0.7228800369466996,numeric_binned
"(-inf, 12.0]",237,5,232,-0.18550247398897973,0.02109704641350211,0.0038387581347064455,phone_age_months,0.15777650382824665,numeric_binned
"(108.0, inf]",218,1,217,1.0470891356426089,0.0045871559633027525,0.06454763448975907,phone_age_months,0.15777650382824665,numeric_binned
"(12.0, 25.0]",243,5,238,-0.1600233886879949,0.0205761316872428,0.0028922228183541044,phone_age_months,0.15777650382824665,numeric_binned
"(25.0, 37.0]",232,2,230,0.5943155237845826,0.008620689655172414,0.02680331292371517,phone_age_months,0.15777650382824665,numeric_binned
"(37.0, 49.0]",240,4,236,0.032226204377747925,0.016666666666666666,0.00010554433748170697,phone_age_months,0.15777650382824665,numeric_binned
"(49.0, 61.0]",215,3,212,0.17653441309113785,0.013953488372093023,0.0026510141121643444,phone_age_months,0.15777650382824665,numeric_binned
"(61.0, 73.0]",242,7,235,-0.48283671386375776,0.028925619834710745,0.03081861703482645,phone_age_months,0.15777650382824665,numeric_binned
"(73.0, 85.0]",234,3,231,0.2621722982529551,0.01282051282051282,0.0061122653716906795,phone_age_months,0.15777650382824665,numeric_binned
"(85.0, 96.0]",225,6,219,-0.41009455116433097,0.02666666666666667,0.019927690101459356,phone_age_months,0.15777650382824665,numeric_binned
"(96.0, 108.0]",239,4,235,0.0279889099022328,0.016736401673640166,7.944450408930711e-05,phone_age_months,0.15777650382824665,numeric_binned
"(-inf, 94.0]",234,5,229,-0.19848966951579095,0.021367521367521368,0.00436754318900588,contact_count,0.10916837577327326,numeric_binned
"(139.0, 185.0]",231,6,225,-0.38312662473682385,0.025974025974025976,0.017613414698599734,contact_count,0.10916837577327326,numeric_binned
"(185.0, 227.6]",230,5,225,-0.21607254007365773,0.021739130434782608,0.005131853875111861,contact_count,0.10916837577327326,numeric_binned
"(227.6, 272.0]",234,4,230,0.00652885888246341,0.017094017094017096,4.276545119517491e-06,contact_count,0.10916837577327326,numeric_binned
"(272.0, 323.0]",235,3,232,0.2664826497540775,0.01276595744680851,0.006329124553838958,contact_count,0.10916837577327326,numeric_binned
"(323.0, 366.0]",232,2,230,0.5943155237845826,0.008620689655172414,0.02680331292371517,contact_count,0.10916837577327326,numeric_binned
"(366.0, 413.0]",230,6,224,-0.3875710764972478,0.02608695652173913,0.01798698372972428,contact_count,0.10916837577327326,numeric_binned
"(413.0, 458.0]",237,4,233,0.019460073554712125,0.016877637130801686,3.8240319212316166e-05,contact_count,0.10916837577327326,numeric_binned
"(458.0, inf]",227,2,225,0.5723848202906124,0.00881057268722467,0.024564501385106585,contact_count,0.10916837577327326,numeric_binned
"(94.0, 139.0]",235,3,232,0.2664826497540775,0.01276595744680851,0.006329124553838958,contact_count,0.10916837577327326,numeric_binned
1,459,10,449,-0.22895012447110807,0.02178649237472767,0.011574823393383442,emergency_contact_count,0.08333024717067442,numeric_as_categorical
2,495,10,485,-0.15190669065140336,0.020202020202020204,0.005289145847431701,emergency_contact_count,0.08333024717067442,numeric_as_categorical
3,465,5,460,0.441854042237631,0.010752688172043012,0.03176917781025821,emergency_contact_count,0.08333024717067442,numeric_as_categorical
4,464,10,454,-0.21788806476524944,0.021551724137931036,0.010539310827989312,emergency_contact_count,0.08333024717067442,numeric_as_categorical
5,442,5,437,0.39061789233993843,0.011312217194570135,0.02415778929161174,emergency_contact_count,0.08333024717067442,numeric_as_categorical
"(-inf, 514.0]",236,11,225,-0.953671483204437,0.046610169491525424,0.14980647389007104,bureau_score,0.2761041953290592,numeric_binned
"(514.0, 550.0]",235,5,230,-0.1941418365796875,0.02127659574468085,0.004187095893239742,bureau_score,0.2761041953290592,numeric_binned
"(550.0, 574.0]",231,3,228,0.2491286350609258,0.012987012987012988,0.005481796991757878,bureau_score,0.2761041953290592,numeric_binned
"(574.0, 597.0]",232,4,228,-0.0021857932199803192,0.017241379310344827,4.772474279433084e-07,bureau_score,0.2761041953290592,numeric_binned
"(597.0, 616.0]",243,2,241,0.6409341344405068,0.00823045267489712,0.031984510299469256,bureau_score,0.2761041953290592,numeric_binned
"(616.0, 633.4]",218,4,214,-0.06541226518616808,0.01834862385321101,0.00041418246515259344,bureau_score,0.2761041953290592,numeric_binned
"(633.4, 657.0]",248,2,246,0.6614266548306241,0.008064516129032258,0.03445131072104197,bureau_score,0.2761041953290592,numeric_binned
"(657.0, 679.2]",217,2,215,0.5270255708916819,0.009216589861751152,0.0203164394019137,bureau_score,0.2761041953290592,numeric_binned
"(679.2, 716.0]",236,5,231,-0.18981282549010203,0.0211864406779661,0.004010843546867513,bureau_score,0.2761041953290592,numeric_binned
"(716.0, inf]",229,2,227,0.5812148997388845,0.008733624454148471,0.02545106487211758,bureau_score,0.2761041953290592,numeric_binned
0,1849,20,1829,0.5171398615087728,0.01081665765278529,0.16696504645974355,delinq_12m,0.7658149028892478,numeric_as_categorical
1,319,8,311,-0.37290006207488896,0.025078369905956112,0.022944284901715115,delinq_12m,0.7658149028892478,numeric_as_categorical
2,107,4,103,-0.8387390208769765,0.037383177570093455,0.04983380373370026,delinq_12m,0.7658149028892478,numeric_as_categorical
3,34,4,30,-2.0605839499690344,0.11764705882352941,0.18817405775834273,delinq_12m,0.7658149028892478,numeric_as_categorical
4,13,3,10,-2.8756209481380166,0.23076923076923078,0.2208654831538149,delinq_12m,0.7658149028892478,numeric_as_categorical
5,3,1,2,-3.4634076130401352,0.3333333333333333,0.1170322268819313,delinq_12m,0.7658149028892478,numeric_as_categorical
"(-inf, 0.11]",257,7,250,-0.4210887067953109,0.027237354085603113,0.024119127528959946,credit_utilization,0.16003592547616818,numeric_binned
"(0.11, 0.16]",210,2,208,0.49400370258673554,0.009523809523809525,0.017533416227180836,credit_utilization,0.16003592547616818,numeric_binned
"(0.16, 0.21]",244,2,242,0.6450663717254173,0.00819672131147541,0.03247240954221836,credit_utilization,0.16003592547616818,numeric_binned
"(0.21, 0.26]",231,5,226,-0.21164775409330197,0.021645021645021644,0.0049343399243974555,credit_utilization,0.16003592547616818,numeric_binned
"(0.26, 0.31]",249,2,247,0.6654752433566244,0.008032128514056224,0.03495278752710073,credit_utilization,0.16003592547616818,numeric_binned
"(0.31, 0.35]",209,5,204,-0.31382472353353436,0.023923444976076555,0.010331396162906504,credit_utilization,0.16003592547616818,numeric_binned
"(0.35, 0.42]",272,7,265,-0.36293278663823675,0.025735294117647058,0.018410782553628165,credit_utilization,0.16003592547616818,numeric_binned
"(0.42, 0.49]",217,4,213,-0.07008517088556039,0.018433179723502304,0.0004743756107974615,credit_utilization,0.16003592547616818,numeric_binned
"(0.49, 0.57]",208,2,206,0.48436507374896687,0.009615384615384616,0.016768291126632112,credit_utilization,0.16003592547616818,numeric_binned
"(0.57, inf]",228,4,224,-0.019846296371930656,0.017543859649122806,3.899927234658866e-05,credit_utilization,0.16003592547616818,numeric_binned
"(-inf, 1.0]",401,6,395,0.17870400352815174,0.014962593516209476,0.005050707523296868,open_accounts,0.25928038138551857,numeric_binned
"(1.0, 2.0]",223,4,219,-0.042369771039013654,0.017937219730941704,0.00017576979251992592,open_accounts,0.25928038138551857,numeric_binned
"(2.0, 3.0]",223,3,220,0.21349011961356715,0.013452914798206279,0.003951794305316637,open_accounts,0.25928038138551857,numeric_binned
"(3.0, 4.0]",216,4,212,-0.07478001518976825,0.018518518518518517,0.000538807969707938,open_accounts,0.25928038138551857,numeric_binned
"(4.0, 5.0]",233,6,227,-0.3742965452885519,0.02575107296137339,0.016880574422402178,open_accounts,0.25928038138551857,numeric_binned
"(5.0, 6.0]",215,7,208,-0.6046085860813742,0.03255813953488372,0.045719674012994746,open_accounts,0.25928038138551857,numeric_binned
"(6.0, 7.0]",198,4,194,-0.16328984049573875,0.020202020202020204,0.0024600434485165888,open_accounts,0.25928038138551857,numeric_binned
"(7.0, 8.0]",224,2,222,0.5589917629541744,0.008928571428571428,0.023257420511072522,open_accounts,0.25928038138551857,numeric_binned
"(8.0, 9.0]",192,4,188,-0.19462399666617422,0.020833333333333332,0.003442040115711815,open_accounts,0.25928038138551857,numeric_binned
"(9.0, inf]",200,0,200,2.0643168205286035,0.0,0.15780354928397936,open_accounts,0.25928038138551857,numeric_binned
0,1104,8,1096,0.8969214823626136,0.007246376811594203,0.25448577952303447,inquiry_3m,0.7858157779143964,numeric_as_categorical
1,592,9,583,0.1548617311210573,0.015202702702702704,0.005664795681328485,inquiry_3m,0.7858157779143964,numeric_as_categorical
2,320,4,316,0.29035492280889846,0.0125,0.010119426765868056,inquiry_3m,0.7858157779143964,numeric_as_categorical
3,169,8,161,-1.018451942832618,0.047337278106508875,0.12713545030078874,inquiry_3m,0.7858157779143964,numeric_as_categorical
4,84,7,77,-1.627516006182022,0.08333333333333333,0.2254904157495678,inquiry_3m,0.7858157779143964,numeric_as_categorical
5,41,4,37,-1.8426273857989672,0.0975609756097561,0.160422819270964,inquiry_3m,0.7858157779143964,numeric_as_categorical
6,15,0,15,-0.5289037175139121,0.0,0.002497090622844745,inquiry_3m,0.7858157779143964,numeric_as_categorical
1,911,18,893,-0.13170851334625372,0.019758507135016465,0.007245444736311819,brand_nunique,0.02298274786424977,numeric_as_categorical
2,928,16,912,0.0037435886886544043,0.017241379310344827,5.582455422683766e-06,brand_nunique,0.02298274786424977,numeric_as_categorical
3,486,6,480,0.29394093564729845,0.012345679012345678,0.015731720672515267,brand_nunique,0.02298274786424977,numeric_as_categorical
0.0,2275,39,2236,0.05065602974652129,0.017142857142857144,0.0024463394114809895,emulator_rate,0.10278909888002115,numeric_as_categorical
0.3333333333333333,25,0,25,-0.05388508849497936,0.0,3.325598518494381e-05,emulator_rate,0.10278909888002115,numeric_as_categorical
0.5,14,0,14,-0.6184148912328312,0.0,0.0033554623478014114,emulator_rate,0.10278909888002115,numeric_as_categorical
0.6666666666666666,3,0,3,-2.039800572163992,0.0,0.02087664745024156,emulator_rate,0.10278909888002115,numeric_as_categorical
1.0,8,1,7,-2.3762728087852047,0.125,0.07607739368531224,emulator_rate,0.10278909888002115,numeric_as_categorical
0,2126,34,2092,0.08416870067586832,0.01599247412982126,0.006219302397741572,rooted_any,0.05258669770043557,numeric_as_categorical
1,199,6,193,-0.6275114420822031,0.03015075376884422,0.046367395302694,rooted_any,0.05258669770043557,numeric_as_categorical
0.0,2126,34,2092,0.11944475710701095,0.01599247412982126,0.012301542969169492,rooted_rate,0.18159220838751608,numeric_as_categorical
0.3333333333333333,86,1,85,0.057340546615244854,0.011627906976744186,0.000119436432679777,rooted_rate,0.18159220838751608,numeric_as_categorical
0.5,71,5,66,-1.4932568657959222,0.07042253521126761,0.1498344786971569,rooted_rate,0.18159220838751608,numeric_as_categorical
0.6666666666666666,4,0,4,-1.788486143883086,0.0,0.017522680059645277,rooted_rate,0.18159220838751608,numeric_as_categorical
1.0,38,0,38,0.35809470063437854,0.0,0.001814070228864611,rooted_rate,0.18159220838751608,numeric_as_categorical
"(-inf, 19.5]",235,3,232,0.2664826497540775,0.01276595744680851,0.006329124553838958,device_risk_score_mean,0.4033041843733502,numeric_binned
"(19.5, 27.0]",257,1,256,1.2120189497246943,0.0038910505836575876,0.09535607603001417,device_risk_score_mean,0.4033041843733502,numeric_binned
"(27.0, 31.0]",213,4,209,-0.08899826419204726,0.018779342723004695,0.0007578454811113198,device_risk_score_mean,0.4033041843733502,numeric_binned
"(31.0, 35.5]",229,3,226,0.2403373696497552,0.013100436681222707,0.005078453395558874,device_risk_score_mean,0.4033041843733502,numeric_binned
"(35.5, 39.0]",233,7,226,-0.5218026823971416,0.030042918454935622,0.035356499076545755,device_risk_score_mean,0.4033041843733502,numeric_binned
"(39.0, 42.667]",231,11,220,-0.9760939472602691,0.047619047619047616,0.15545989237660518,device_risk_score_mean,0.4033041843733502,numeric_binned
"(42.667, 47.0]",247,3,244,0.3168077336415931,0.012145748987854251,0.009184503680293636,device_risk_score_mean,0.4033041843733502,numeric_binned
"(47.0, 51.5]",220,1,219,1.0562425176290962,0.004545454545454545,0.06603437573823824,device_risk_score_mean,0.4033041843733502,numeric_binned
"(51.5, 57.5]",228,2,226,0.5768096062709681,0.008771929824561403,0.025006277690592434,device_risk_score_mean,0.4033041843733502,numeric_binned
"(57.5, inf]",232,5,227,-0.20724246062538565,0.021551724137931036,0.0047411363505516415,device_risk_score_mean,0.4033041843733502,numeric_binned
"(-inf, 24.0]",243,2,241,0.6409341344405068,0.00823045267489712,0.031984510299469256,device_risk_score_max,0.14085128163929608,numeric_binned
"(24.0, 33.0]",244,4,240,0.04899808599157617,0.01639344262295082,0.0002460602571629367,device_risk_score_max,0.14085128163929608,numeric_binned
"(33.0, 40.0]",249,5,244,-0.13517739010146412,0.020080321285140562,0.0020889858683802195,device_risk_score_max,0.14085128163929608,numeric_binned
"(40.0, 45.0]",222,6,216,-0.42385623623701224,0.02702702702702703,0.021151680687519017,device_risk_score_max,0.14085128163929608,numeric_binned
"(45.0, 49.0]",205,4,201,-0.12793262216750198,0.01951219512195122,0.0015363087814874693,device_risk_score_max,0.14085128163929608,numeric_binned
"(49.0, 54.0]",272,3,269,0.4141608150757182,0.011029411764705883,0.016528251838902386,device_risk_score_max,0.14085128163929608,numeric_binned
